Settlement Date,Settlement Period,Market Index Data Provider Id,Market Index Volume (MWh),Market Index Price
26/06/2016,41,N2EXMIDP,0,0
26/06/2016,42,APXMIDP ,763.05,37.21
26/06/2016,42,N2EXMIDP,0,0
26/06/2016,43,APXMIDP ,934.35,35.03
26/06/2016,43,N2EXMIDP,0,0
26/06/2016,44,APXMIDP ,1059.9,34.75
26/06/2016,44,N2EXMIDP,0,0
26/06/2016,45,APXMIDP ,1231.25,34.89
26/06/2016,45,N2EXMIDP,0,0
26/06/2016,46,APXMIDP ,1128.95,33.18
26/06/2016,46,N2EXMIDP,0,0
26/06/2016,47,APXMIDP ,521,34.13
26/06/2016,47,N2EXMIDP,0,0
26/06/2016,48,APXMIDP ,414.9,30.42
26/06/2016,48,N2EXMIDP,0,0
27/06/2016,1,APXMIDP ,428,30.37
27/06/2016,1,N2EXMIDP,0,0
27/06/2016,2,APXMIDP ,340.65,29
27/06/2016,2,N2EXMIDP,0,0
27/06/2016,3,APXMIDP ,458.7,29.4
27/06/2016,3,N2EXMIDP,0,0
27/06/2016,4,APXMIDP ,428,29.39
27/06/2016,4,N2EXMIDP,0,0
27/06/2016,5,APXMIDP ,442,29.66
27/06/2016,5,N2EXMIDP,0,0
27/06/2016,6,APXMIDP ,487,28.87
27/06/2016,6,N2EXMIDP,0,0
27/06/2016,7,APXMIDP ,279,28.2
27/06/2016,7,N2EXMIDP,0,0
27/06/2016,8,APXMIDP ,273.4,27.59
27/06/2016,8,N2EXMIDP,0,0
27/06/2016,9,APXMIDP ,314.5,26.44
27/06/2016,9,N2EXMIDP,0,0
27/06/2016,10,APXMIDP ,267.05,24.03
27/06/2016,10,N2EXMIDP,0,0
27/06/2016,11,APXMIDP ,296.65,23.71
27/06/2016,11,N2EXMIDP,0,0
27/06/2016,12,APXMIDP ,340.35,19.17
27/06/2016,12,N2EXMIDP,0,0
27/06/2016,13,APXMIDP ,386.95,37.76
27/06/2016,13,N2EXMIDP,0,0
27/06/2016,14,APXMIDP ,546.95,38.29
27/06/2016,14,N2EXMIDP,0,0
27/06/2016,15,APXMIDP ,573.85,30.16
27/06/2016,15,N2EXMIDP,0,0
27/06/2016,16,APXMIDP ,387.15,29.09
27/06/2016,16,N2EXMIDP,0,0
27/06/2016,17,APXMIDP ,267.95,30.19
27/06/2016,17,N2EXMIDP,0,0
27/06/2016,18,APXMIDP ,362.95,31.03
27/06/2016,18,N2EXMIDP,0,0
27/06/2016,19,APXMIDP ,544.05,33.63
27/06/2016,19,N2EXMIDP,0,0
27/06/2016,20,APXMIDP ,587.25,32.89
27/06/2016,20,N2EXMIDP,0,0
27/06/2016,21,APXMIDP ,598.9,33.48
27/06/2016,21,N2EXMIDP,0,0
27/06/2016,22,APXMIDP ,612.85,31.55
27/06/2016,22,N2EXMIDP,0,0
27/06/2016,23,APXMIDP ,742.4,30.48
27/06/2016,23,N2EXMIDP,0,0
27/06/2016,24,APXMIDP ,740.25,30.51
27/06/2016,24,N2EXMIDP,0,0
27/06/2016,25,APXMIDP ,733.15,30.45
27/06/2016,25,N2EXMIDP,0,0
27/06/2016,26,APXMIDP ,731.5,30.26
27/06/2016,26,N2EXMIDP,0,0
27/06/2016,27,APXMIDP ,878.5,30.29
27/06/2016,27,N2EXMIDP,0,0
27/06/2016,28,APXMIDP ,879.4,30.19
27/06/2016,28,N2EXMIDP,0,0
27/06/2016,29,APXMIDP ,860.75,30.18
27/06/2016,29,N2EXMIDP,0,0
27/06/2016,30,APXMIDP ,856.5,30.18
27/06/2016,30,N2EXMIDP,0,0
27/06/2016,31,APXMIDP ,767.8,32.03
27/06/2016,31,N2EXMIDP,0,0
27/06/2016,32,APXMIDP ,759.8,31.8
27/06/2016,32,N2EXMIDP,0,0
27/06/2016,33,APXMIDP ,733.05,32.33
27/06/2016,33,N2EXMIDP,0,0
27/06/2016,34,APXMIDP ,518.85,34.43
27/06/2016,34,N2EXMIDP,0,0
27/06/2016,35,APXMIDP ,541.8,37.22
27/06/2016,35,N2EXMIDP,0,0
27/06/2016,36,APXMIDP ,606.85,36.41
27/06/2016,36,N2EXMIDP,0,0
27/06/2016,37,APXMIDP ,536.65,36.63
27/06/2016,37,N2EXMIDP,0,0
27/06/2016,38,APXMIDP ,638.05,35.66
27/06/2016,38,N2EXMIDP,0,0
27/06/2016,39,APXMIDP ,983,37.06
27/06/2016,39,N2EXMIDP,0,0
27/06/2016,40,APXMIDP ,936.1,37.76
27/06/2016,40,N2EXMIDP,0,0
27/06/2016,41,APXMIDP ,740.15,35.8
27/06/2016,41,N2EXMIDP,0,0
27/06/2016,42,APXMIDP ,868.1,35.71
27/06/2016,42,N2EXMIDP,0,0
27/06/2016,43,APXMIDP ,779.65,37.88
27/06/2016,43,N2EXMIDP,0,0
27/06/2016,44,APXMIDP ,803.15,37.43
27/06/2016,44,N2EXMIDP,0,0
27/06/2016,45,APXMIDP ,971.5,37.89
27/06/2016,45,N2EXMIDP,0,0
27/06/2016,46,APXMIDP ,1360.6,33.9
27/06/2016,46,N2EXMIDP,0,0
27/06/2016,47,APXMIDP ,589.55,44.55
27/06/2016,47,N2EXMIDP,0,0
27/06/2016,48,APXMIDP ,558.55,37.74
27/06/2016,48,N2EXMIDP,0,0
28/06/2016,1,APXMIDP ,257.4,35.52
28/06/2016,1,N2EXMIDP,0,0
28/06/2016,2,APXMIDP ,252.7,34.88
28/06/2016,2,N2EXMIDP,0,0
28/06/2016,3,APXMIDP ,250.15,30.12
28/06/2016,3,N2EXMIDP,0,0
28/06/2016,4,APXMIDP ,393.65,31.04
28/06/2016,4,N2EXMIDP,0,0
28/06/2016,5,APXMIDP ,267.45,30.45
28/06/2016,5,N2EXMIDP,0,0
28/06/2016,6,APXMIDP ,316.65,30.07
28/06/2016,6,N2EXMIDP,0,0
28/06/2016,7,APXMIDP ,412.75,30.18
28/06/2016,7,N2EXMIDP,0,0
28/06/2016,8,APXMIDP ,443.9,30.09
28/06/2016,8,N2EXMIDP,0,0
28/06/2016,9,APXMIDP ,471.45,30.19
28/06/2016,9,N2EXMIDP,0,0
28/06/2016,10,APXMIDP ,563.95,29.31
28/06/2016,10,N2EXMIDP,0,0
28/06/2016,11,APXMIDP ,281.5,29.59
28/06/2016,11,N2EXMIDP,0,0
28/06/2016,12,APXMIDP ,113.45,28.82
28/06/2016,12,N2EXMIDP,0,0
28/06/2016,13,APXMIDP ,455,35.76
28/06/2016,13,N2EXMIDP,0,0
28/06/2016,14,APXMIDP ,487.6,35.69
28/06/2016,14,N2EXMIDP,0,0
28/06/2016,15,APXMIDP ,297.05,31.58
28/06/2016,15,N2EXMIDP,0,0
28/06/2016,16,APXMIDP ,561,35.62
28/06/2016,16,N2EXMIDP,0,0
28/06/2016,17,APXMIDP ,421.1,33.17
28/06/2016,17,N2EXMIDP,0,0
28/06/2016,18,APXMIDP ,288.1,34.36
28/06/2016,18,N2EXMIDP,0,0
28/06/2016,19,APXMIDP ,463.7,38.05
28/06/2016,19,N2EXMIDP,0,0
28/06/2016,20,APXMIDP ,494.5,38.04
28/06/2016,20,N2EXMIDP,0,0
28/06/2016,21,APXMIDP ,569.05,35.64
28/06/2016,21,N2EXMIDP,0,0
28/06/2016,22,APXMIDP ,631.5,35.25
28/06/2016,22,N2EXMIDP,0,0
28/06/2016,23,APXMIDP ,590.35,36.67
28/06/2016,23,N2EXMIDP,0,0
28/06/2016,24,APXMIDP ,561.35,37.14
28/06/2016,24,N2EXMIDP,0,0
28/06/2016,25,APXMIDP ,561.5,37.21
28/06/2016,25,N2EXMIDP,0,0
28/06/2016,26,APXMIDP ,554.65,37.13
28/06/2016,26,N2EXMIDP,0,0
28/06/2016,27,APXMIDP ,664.7,37.36
28/06/2016,27,N2EXMIDP,0,0
28/06/2016,28,APXMIDP ,654.55,37.32
28/06/2016,28,N2EXMIDP,0,0
28/06/2016,29,APXMIDP ,633.8,37.41
28/06/2016,29,N2EXMIDP,0,0
28/06/2016,30,APXMIDP ,754.55,36.44
28/06/2016,30,N2EXMIDP,0,0
28/06/2016,31,APXMIDP ,1117.1,46.32
28/06/2016,31,N2EXMIDP,0,0
28/06/2016,32,APXMIDP ,954.9,49.85
28/06/2016,32,N2EXMIDP,0,0
28/06/2016,33,APXMIDP ,1003.5,52.4
28/06/2016,33,N2EXMIDP,0,0
28/06/2016,34,APXMIDP ,1051.75,58.24
28/06/2016,34,N2EXMIDP,0,0
28/06/2016,35,APXMIDP ,917.25,63.21
28/06/2016,35,N2EXMIDP,0,0
28/06/2016,36,APXMIDP ,892.55,62.15
28/06/2016,36,N2EXMIDP,0,0
28/06/2016,37,APXMIDP ,964,53.53
28/06/2016,37,N2EXMIDP,0,0
28/06/2016,38,APXMIDP ,1010.9,54.84
28/06/2016,38,N2EXMIDP,0,0
28/06/2016,39,APXMIDP ,1350.6,46.24
28/06/2016,39,N2EXMIDP,0,0
28/06/2016,40,APXMIDP ,1150.3,45.23
28/06/2016,40,N2EXMIDP,0,0
28/06/2016,41,APXMIDP ,1152.7,42.38
28/06/2016,41,N2EXMIDP,0,0
28/06/2016,42,APXMIDP ,1094.5,42.22
28/06/2016,42,N2EXMIDP,0,0
28/06/2016,43,APXMIDP ,1157.55,41.08
28/06/2016,43,N2EXMIDP,0,0
28/06/2016,44,APXMIDP ,1050.95,41.34
28/06/2016,44,N2EXMIDP,0,0
28/06/2016,45,APXMIDP ,683.15,39.51
28/06/2016,45,N2EXMIDP,0,0
28/06/2016,46,APXMIDP ,814.9,37.77
28/06/2016,46,N2EXMIDP,0,0
28/06/2016,47,APXMIDP ,467,39.29
28/06/2016,47,N2EXMIDP,0,0
28/06/2016,48,APXMIDP ,348.1,30.5
28/06/2016,48,N2EXMIDP,0,0
29/06/2016,1,APXMIDP ,552.85,31.56
29/06/2016,1,N2EXMIDP,0,0
29/06/2016,2,APXMIDP ,217.5,32.08
29/06/2016,2,N2EXMIDP,0,0
29/06/2016,3,APXMIDP ,152.5,32
29/06/2016,3,N2EXMIDP,0,0
29/06/2016,4,APXMIDP ,191.65,29.61
29/06/2016,4,N2EXMIDP,0,0
29/06/2016,5,APXMIDP ,177.25,31.68
29/06/2016,5,N2EXMIDP,0,0
29/06/2016,6,APXMIDP ,146.4,31.39
29/06/2016,6,N2EXMIDP,0,0
29/06/2016,7,APXMIDP ,393.85,30.78
29/06/2016,7,N2EXMIDP,0,0
29/06/2016,8,APXMIDP ,380.6,30.42
29/06/2016,8,N2EXMIDP,0,0
29/06/2016,9,APXMIDP ,434.85,30.1
29/06/2016,9,N2EXMIDP,0,0
29/06/2016,10,APXMIDP ,424.3,30.1
29/06/2016,10,N2EXMIDP,0,0
29/06/2016,11,APXMIDP ,278.45,30.46
29/06/2016,11,N2EXMIDP,0,0
29/06/2016,12,APXMIDP ,397.95,30.06
29/06/2016,12,N2EXMIDP,0,0
29/06/2016,13,APXMIDP ,313.35,30.41
29/06/2016,13,N2EXMIDP,0,0
29/06/2016,14,APXMIDP ,765.45,34.64
29/06/2016,14,N2EXMIDP,0,0
29/06/2016,15,APXMIDP ,502.1,36.07
29/06/2016,15,N2EXMIDP,0,0
29/06/2016,16,APXMIDP ,452.65,38.15
29/06/2016,16,N2EXMIDP,0,0
29/06/2016,17,APXMIDP ,376.6,38.94
29/06/2016,17,N2EXMIDP,0,0
29/06/2016,18,APXMIDP ,493.2,40.31
29/06/2016,18,N2EXMIDP,0,0
29/06/2016,19,APXMIDP ,525.55,49.1
29/06/2016,19,N2EXMIDP,0,0
29/06/2016,20,APXMIDP ,528.45,46.47
29/06/2016,20,N2EXMIDP,0,0
29/06/2016,21,APXMIDP ,604.2,47.01
29/06/2016,21,N2EXMIDP,0,0
29/06/2016,22,APXMIDP ,744.45,45.7
29/06/2016,22,N2EXMIDP,0,0
29/06/2016,23,APXMIDP ,801.8,36.72
29/06/2016,23,N2EXMIDP,0,0
29/06/2016,24,APXMIDP ,862.15,36.63
29/06/2016,24,N2EXMIDP,0,0
29/06/2016,25,APXMIDP ,889.4,35.6
29/06/2016,25,N2EXMIDP,0,0
29/06/2016,26,APXMIDP ,1103.85,34.39
29/06/2016,26,N2EXMIDP,0,0
29/06/2016,27,APXMIDP ,1171.55,34.98
29/06/2016,27,N2EXMIDP,0,0
29/06/2016,28,APXMIDP ,1203.55,34.76
29/06/2016,28,N2EXMIDP,0,0
29/06/2016,29,APXMIDP ,1141.2,34.89
29/06/2016,29,N2EXMIDP,0,0
29/06/2016,30,APXMIDP ,1084.35,35.08
29/06/2016,30,N2EXMIDP,0,0
29/06/2016,31,APXMIDP ,545.15,42.21
29/06/2016,31,N2EXMIDP,0,0
29/06/2016,32,APXMIDP ,533.95,44.69
29/06/2016,32,N2EXMIDP,0,0
29/06/2016,33,APXMIDP ,700.65,41.8
29/06/2016,33,N2EXMIDP,0,0
29/06/2016,34,APXMIDP ,660.7,48.8
29/06/2016,34,N2EXMIDP,0,0
29/06/2016,35,APXMIDP ,768.1,58.67
29/06/2016,35,N2EXMIDP,0,0
29/06/2016,36,APXMIDP ,738.5,54.91
29/06/2016,36,N2EXMIDP,0,0
29/06/2016,37,APXMIDP ,699.35,49.16
29/06/2016,37,N2EXMIDP,0,0
29/06/2016,38,APXMIDP ,686.9,46.18
29/06/2016,38,N2EXMIDP,0,0
29/06/2016,39,APXMIDP ,1088.6,36.41
29/06/2016,39,N2EXMIDP,0,0
29/06/2016,40,APXMIDP ,902.1,40.15
29/06/2016,40,N2EXMIDP,0,0
29/06/2016,41,APXMIDP ,787.7,39.15
29/06/2016,41,N2EXMIDP,0,0
29/06/2016,42,APXMIDP ,698.45,37.4
29/06/2016,42,N2EXMIDP,0,0
29/06/2016,43,APXMIDP ,776.1,36.87
29/06/2016,43,N2EXMIDP,0,0
29/06/2016,44,APXMIDP ,796.6,36.88
29/06/2016,44,N2EXMIDP,0,0
29/06/2016,45,APXMIDP ,915.45,35.68
29/06/2016,45,N2EXMIDP,0,0
29/06/2016,46,APXMIDP ,1339.35,33.81
29/06/2016,46,N2EXMIDP,0,0
29/06/2016,47,APXMIDP ,645.9,39.6
29/06/2016,47,N2EXMIDP,0,0
29/06/2016,48,APXMIDP ,356.55,33.29
29/06/2016,48,N2EXMIDP,0,0
30/06/2016,1,APXMIDP ,601.7,32.41
30/06/2016,1,N2EXMIDP,0,0
30/06/2016,2,APXMIDP ,511.6,31
30/06/2016,2,N2EXMIDP,0,0
30/06/2016,3,APXMIDP ,643,29.4
30/06/2016,3,N2EXMIDP,0,0
30/06/2016,4,APXMIDP ,396,29.63
30/06/2016,4,N2EXMIDP,0,0
30/06/2016,5,APXMIDP ,328.15,29.46
30/06/2016,5,N2EXMIDP,0,0
30/06/2016,6,APXMIDP ,303.4,28.73
30/06/2016,6,N2EXMIDP,0,0
30/06/2016,7,APXMIDP ,128.35,29.98
30/06/2016,7,N2EXMIDP,0,0
30/06/2016,8,APXMIDP ,123.7,29.85
30/06/2016,8,N2EXMIDP,0,0
30/06/2016,9,APXMIDP ,148.65,29.38
30/06/2016,9,N2EXMIDP,0,0
30/06/2016,10,APXMIDP ,170.65,29.36
30/06/2016,10,N2EXMIDP,0,0
30/06/2016,11,APXMIDP ,190.75,29.38
30/06/2016,11,N2EXMIDP,0,0
30/06/2016,12,APXMIDP ,518.2,28.76
30/06/2016,12,N2EXMIDP,0,0
30/06/2016,13,APXMIDP ,332.8,36.76
30/06/2016,13,N2EXMIDP,0,0
30/06/2016,14,APXMIDP ,508.5,37.47
30/06/2016,14,N2EXMIDP,0,0
30/06/2016,15,APXMIDP ,369.35,33.5
30/06/2016,15,N2EXMIDP,0,0
30/06/2016,16,APXMIDP ,366,39.54
30/06/2016,16,N2EXMIDP,0,0
30/06/2016,17,APXMIDP ,271.6,48.84
30/06/2016,17,N2EXMIDP,0,0
30/06/2016,18,APXMIDP ,251.6,44.93
30/06/2016,18,N2EXMIDP,0,0
30/06/2016,19,APXMIDP ,507.9,49.83
30/06/2016,19,N2EXMIDP,0,0
30/06/2016,20,APXMIDP ,614.3,50.62
30/06/2016,20,N2EXMIDP,0,0
30/06/2016,21,APXMIDP ,580.2,50.33
30/06/2016,21,N2EXMIDP,0,0
30/06/2016,22,APXMIDP ,489.05,46.89
30/06/2016,22,N2EXMIDP,0,0
30/06/2016,23,APXMIDP ,980.05,41.48
30/06/2016,23,N2EXMIDP,0,0
30/06/2016,24,APXMIDP ,1142.3,40.69
30/06/2016,24,N2EXMIDP,0,0
30/06/2016,25,APXMIDP ,1082.45,40.29
30/06/2016,25,N2EXMIDP,0,0
30/06/2016,26,APXMIDP ,1092.3,39.84
30/06/2016,26,N2EXMIDP,0,0
30/06/2016,27,APXMIDP ,1041.1,38.15
30/06/2016,27,N2EXMIDP,0,0
30/06/2016,28,APXMIDP ,1069.9,37.81
30/06/2016,28,N2EXMIDP,0,0
30/06/2016,29,APXMIDP ,1097.15,37.62
30/06/2016,29,N2EXMIDP,0,0
30/06/2016,30,APXMIDP ,1138.35,37.26
30/06/2016,30,N2EXMIDP,0,0
30/06/2016,31,APXMIDP ,860.1,38.62
30/06/2016,31,N2EXMIDP,0,0
30/06/2016,32,APXMIDP ,712,40.9
30/06/2016,32,N2EXMIDP,0,0
30/06/2016,33,APXMIDP ,691.1,42.65
30/06/2016,33,N2EXMIDP,0,0
30/06/2016,34,APXMIDP ,549.5,48.62
30/06/2016,34,N2EXMIDP,0,0
30/06/2016,35,APXMIDP ,683.3,50.1
30/06/2016,35,N2EXMIDP,0,0
30/06/2016,36,APXMIDP ,690.4,48.32
30/06/2016,36,N2EXMIDP,0,0
30/06/2016,37,APXMIDP ,680.7,45.83
30/06/2016,37,N2EXMIDP,0,0
30/06/2016,38,APXMIDP ,751.05,43.5
30/06/2016,38,N2EXMIDP,0,0
30/06/2016,39,APXMIDP ,586.5,36.97
30/06/2016,39,N2EXMIDP,0,0
30/06/2016,40,APXMIDP ,640,37.22
30/06/2016,40,N2EXMIDP,0,0
30/06/2016,41,APXMIDP ,596.75,37.31
30/06/2016,41,N2EXMIDP,0,0
30/06/2016,42,APXMIDP ,739.1,36.06
30/06/2016,42,N2EXMIDP,0,0
30/06/2016,43,APXMIDP ,727.9,36.43
30/06/2016,43,N2EXMIDP,0,0
30/06/2016,44,APXMIDP ,770.45,36.19
30/06/2016,44,N2EXMIDP,0,0
30/06/2016,45,APXMIDP ,1143.35,34.15
30/06/2016,45,N2EXMIDP,0,0
30/06/2016,46,APXMIDP ,1460.5,33.44
30/06/2016,46,N2EXMIDP,0,0
30/06/2016,47,APXMIDP ,1113,36.67
30/06/2016,47,N2EXMIDP,0,0
30/06/2016,48,APXMIDP ,431.9,31.14
30/06/2016,48,N2EXMIDP,0,0
01/07/2016,1,APXMIDP ,384,29.66
01/07/2016,1,N2EXMIDP,0,0
01/07/2016,2,APXMIDP ,342.05,29.31
01/07/2016,2,N2EXMIDP,0,0
01/07/2016,3,APXMIDP ,508.1,30.21
01/07/2016,3,N2EXMIDP,0,0
01/07/2016,4,APXMIDP ,381.25,30.56
01/07/2016,4,N2EXMIDP,0,0
01/07/2016,5,APXMIDP ,336.35,30.32
01/07/2016,5,N2EXMIDP,0,0
01/07/2016,6,APXMIDP ,363.75,29.26
01/07/2016,6,N2EXMIDP,0,0
01/07/2016,7,APXMIDP ,350.5,22.6
01/07/2016,7,N2EXMIDP,0,0
01/07/2016,8,APXMIDP ,502.8,20.75
01/07/2016,8,N2EXMIDP,0,0
01/07/2016,9,APXMIDP ,541.35,20.88
01/07/2016,9,N2EXMIDP,0,0
01/07/2016,10,APXMIDP ,585.5,20.31
01/07/2016,10,N2EXMIDP,0,0
01/07/2016,11,APXMIDP ,480.85,22.07
01/07/2016,11,N2EXMIDP,0,0
01/07/2016,12,APXMIDP ,401.15,24.96
01/07/2016,12,N2EXMIDP,0,0
01/07/2016,13,APXMIDP ,367.7,31.05
01/07/2016,13,N2EXMIDP,0,0
01/07/2016,14,APXMIDP ,736.75,33.5
01/07/2016,14,N2EXMIDP,0,0
01/07/2016,15,APXMIDP ,885.75,35.97
01/07/2016,15,N2EXMIDP,0,0
01/07/2016,16,APXMIDP ,809.55,37.55
01/07/2016,16,N2EXMIDP,0,0
01/07/2016,17,APXMIDP ,700.35,50.81
01/07/2016,17,N2EXMIDP,0,0
01/07/2016,18,APXMIDP ,604.6,51.33
01/07/2016,18,N2EXMIDP,0,0
01/07/2016,19,APXMIDP ,482.05,49.7
01/07/2016,19,N2EXMIDP,0,0
01/07/2016,20,APXMIDP ,490.4,47.05
01/07/2016,20,N2EXMIDP,0,0
01/07/2016,21,APXMIDP ,515.3,46.97
01/07/2016,21,N2EXMIDP,0,0
01/07/2016,22,APXMIDP ,477,47.74
01/07/2016,22,N2EXMIDP,0,0
01/07/2016,23,APXMIDP ,336.8,39.66
01/07/2016,23,N2EXMIDP,0,0
01/07/2016,24,APXMIDP ,374.05,41.45
01/07/2016,24,N2EXMIDP,0,0
01/07/2016,25,APXMIDP ,490.35,41.91
01/07/2016,25,N2EXMIDP,0,0
01/07/2016,26,APXMIDP ,478.85,38.88
01/07/2016,26,N2EXMIDP,0,0
01/07/2016,27,APXMIDP ,454,36.07
01/07/2016,27,N2EXMIDP,0,0
01/07/2016,28,APXMIDP ,501.5,34.2
01/07/2016,28,N2EXMIDP,0,0
01/07/2016,29,APXMIDP ,526.45,33.82
01/07/2016,29,N2EXMIDP,0,0
01/07/2016,30,APXMIDP ,545.85,33.15
01/07/2016,30,N2EXMIDP,0,0
01/07/2016,31,APXMIDP ,803.75,32.72
01/07/2016,31,N2EXMIDP,0,0
01/07/2016,32,APXMIDP ,680,33.83
01/07/2016,32,N2EXMIDP,0,0
01/07/2016,33,APXMIDP ,761.95,33.25
01/07/2016,33,N2EXMIDP,0,0
01/07/2016,34,APXMIDP ,821,35.09
01/07/2016,34,N2EXMIDP,0,0
01/07/2016,35,APXMIDP ,785.9,36.95
01/07/2016,35,N2EXMIDP,0,0
01/07/2016,36,APXMIDP ,768.4,35.1
01/07/2016,36,N2EXMIDP,0,0
01/07/2016,37,APXMIDP ,737.6,35.15
01/07/2016,37,N2EXMIDP,0,0
01/07/2016,38,APXMIDP ,668.75,33.42
01/07/2016,38,N2EXMIDP,0,0
01/07/2016,39,APXMIDP ,717.15,32.09
01/07/2016,39,N2EXMIDP,0,0
01/07/2016,40,APXMIDP ,727.05,31.89
01/07/2016,40,N2EXMIDP,0,0
01/07/2016,41,APXMIDP ,482.25,32.43
01/07/2016,41,N2EXMIDP,0,0
01/07/2016,42,APXMIDP ,505.75,31.6
01/07/2016,42,N2EXMIDP,0,0
01/07/2016,43,APXMIDP ,679.55,31.26
01/07/2016,43,N2EXMIDP,0,0
01/07/2016,44,APXMIDP ,741.95,31.41
01/07/2016,44,N2EXMIDP,0,0
01/07/2016,45,APXMIDP ,818.1,33.05
01/07/2016,45,N2EXMIDP,0,0
01/07/2016,46,APXMIDP ,1028.25,31.61
01/07/2016,46,N2EXMIDP,0,0
01/07/2016,47,APXMIDP ,749.55,41.41
01/07/2016,47,N2EXMIDP,0,0
01/07/2016,48,APXMIDP ,301.75,39.72
01/07/2016,48,N2EXMIDP,0,0
02/07/2016,1,APXMIDP ,361.5,33.56
02/07/2016,1,N2EXMIDP,0,0
02/07/2016,2,APXMIDP ,380.35,31.56
02/07/2016,2,N2EXMIDP,0,0
02/07/2016,3,APXMIDP ,508.4,30.46
02/07/2016,3,N2EXMIDP,0,0
02/07/2016,4,APXMIDP ,456.15,30.69
02/07/2016,4,N2EXMIDP,0,0
02/07/2016,5,APXMIDP ,377.5,29.4
02/07/2016,5,N2EXMIDP,0,0
02/07/2016,6,APXMIDP ,528.4,29.29
02/07/2016,6,N2EXMIDP,0,0
02/07/2016,7,APXMIDP ,679.15,26.09
02/07/2016,7,N2EXMIDP,0,0
02/07/2016,8,APXMIDP ,711.35,26.75
02/07/2016,8,N2EXMIDP,0,0
02/07/2016,9,APXMIDP ,648.05,25.1
02/07/2016,9,N2EXMIDP,0,0
02/07/2016,10,APXMIDP ,697.8,24.24
02/07/2016,10,N2EXMIDP,0,0
02/07/2016,11,APXMIDP ,573.4,21.87
02/07/2016,11,N2EXMIDP,0,0
02/07/2016,12,APXMIDP ,581.3,22.04
02/07/2016,12,N2EXMIDP,0,0
02/07/2016,13,APXMIDP ,786,25.93
02/07/2016,13,N2EXMIDP,0,0
02/07/2016,14,APXMIDP ,632.5,26.41
02/07/2016,14,N2EXMIDP,0,0
02/07/2016,15,APXMIDP ,574.8,22.98
02/07/2016,15,N2EXMIDP,0,0
02/07/2016,16,APXMIDP ,718.35,26.1
02/07/2016,16,N2EXMIDP,0,0
02/07/2016,17,APXMIDP ,440.15,29.64
02/07/2016,17,N2EXMIDP,0,0
02/07/2016,18,APXMIDP ,445.15,31.33
02/07/2016,18,N2EXMIDP,0,0
02/07/2016,19,APXMIDP ,520.55,36.65
02/07/2016,19,N2EXMIDP,0,0
02/07/2016,20,APXMIDP ,507.05,36.32
02/07/2016,20,N2EXMIDP,0,0
02/07/2016,21,APXMIDP ,524.05,35.43
02/07/2016,21,N2EXMIDP,0,0
02/07/2016,22,APXMIDP ,572.85,33.81
02/07/2016,22,N2EXMIDP,0,0
02/07/2016,23,APXMIDP ,747.1,28.08
02/07/2016,23,N2EXMIDP,0,0
02/07/2016,24,APXMIDP ,741.45,28.15
02/07/2016,24,N2EXMIDP,0,0
02/07/2016,25,APXMIDP ,808.25,28.42
02/07/2016,25,N2EXMIDP,0,0
02/07/2016,26,APXMIDP ,827.85,28.19
02/07/2016,26,N2EXMIDP,0,0
02/07/2016,27,APXMIDP ,879.2,27.14
02/07/2016,27,N2EXMIDP,0,0
02/07/2016,28,APXMIDP ,741.1,27.06
02/07/2016,28,N2EXMIDP,0,0
02/07/2016,29,APXMIDP ,749.4,26.54
02/07/2016,29,N2EXMIDP,0,0
02/07/2016,30,APXMIDP ,669.6,26.33
02/07/2016,30,N2EXMIDP,0,0
02/07/2016,31,APXMIDP ,696.4,24.94
02/07/2016,31,N2EXMIDP,0,0
02/07/2016,32,APXMIDP ,764.65,24.51
02/07/2016,32,N2EXMIDP,0,0
02/07/2016,33,APXMIDP ,650,26.25
02/07/2016,33,N2EXMIDP,0,0
02/07/2016,34,APXMIDP ,789.55,27.41
02/07/2016,34,N2EXMIDP,0,0
02/07/2016,35,APXMIDP ,658.35,28.77
02/07/2016,35,N2EXMIDP,0,0
02/07/2016,36,APXMIDP ,683,29.55
02/07/2016,36,N2EXMIDP,0,0
02/07/2016,37,APXMIDP ,728.2,29.39
02/07/2016,37,N2EXMIDP,0,0
02/07/2016,38,APXMIDP ,725.6,29.29
02/07/2016,38,N2EXMIDP,0,0
02/07/2016,39,APXMIDP ,684.25,35.51
02/07/2016,39,N2EXMIDP,0,0
02/07/2016,40,APXMIDP ,662.3,35.23
02/07/2016,40,N2EXMIDP,0,0
02/07/2016,41,APXMIDP ,677.35,35.4
02/07/2016,41,N2EXMIDP,0,0
02/07/2016,42,APXMIDP ,784.55,35.35
02/07/2016,42,N2EXMIDP,0,0
02/07/2016,43,APXMIDP ,491.1,36.32
02/07/2016,43,N2EXMIDP,0,0
02/07/2016,44,APXMIDP ,574.25,36.92
02/07/2016,44,N2EXMIDP,0,0
02/07/2016,45,APXMIDP ,692.2,38.07
02/07/2016,45,N2EXMIDP,0,0
02/07/2016,46,APXMIDP ,690.65,34.1
02/07/2016,46,N2EXMIDP,0,0
02/07/2016,47,APXMIDP ,565.25,36.55
02/07/2016,47,N2EXMIDP,0,0
02/07/2016,48,APXMIDP ,411.3,34.14
02/07/2016,48,N2EXMIDP,0,0
03/07/2016,1,APXMIDP ,612.35,32.22
03/07/2016,1,N2EXMIDP,0,0
03/07/2016,2,APXMIDP ,538.6,31.74
