SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW
06/03/2023,9,22630,26885,20358,1375,6545,0,13080,0,746,-1470,-477,758,-167,-30,221,545,-765
06/03/2023,10,22761,27038,20384,1478,6545,0,13080,0,748,-1518,-501,745,-80,-56,190,487,-774
06/03/2023,11,23399,28690,20851,1563,6545,0,13080,0,164,-2026,-986,549,50,8,-506,332,-1009
06/03/2023,12,24728,30049,22014,1648,6545,0,13080,0,79,-2056,-1020,548,119,22,-541,321,-1025
06/03/2023,13,27548,32389,24685,1693,6545,0,13080,0,14,-2056,-1027,812,269,148,-120,431,-1024
06/03/2023,14,29830,34628,26829,1737,6545,2,13080,0,15,-2040,-1017,807,299,82,-102,474,-1024
06/03/2023,15,32615,36165,29416,1787,6545,113,13080,0,11,-1238,-678,374,154,7,256,846,-1023
06/03/2023,16,34063,37523,30872,1837,6545,363,13080,0,17,-1179,-646,361,21,63,269,908,-1018
06/03/2023,17,34982,37511,31780,1960,6545,685,13080,0,15,-685,-281,2,-69,-52,152,1098,-827
06/03/2023,18,35383,37990,32145,2082,6545,1051,13080,0,16,-653,-256,0,-220,-47,147,1131,-815
06/03/2023,19,36356,39094,33081,2250,6545,1523,13080,0,14,-519,-246,186,-371,-172,309,1243,-816
06/03/2023,20,36275,39091,33034,2417,6545,2202,13080,0,9,-511,-245,200,-450,-181,314,1249,-820
06/03/2023,21,36136,39089,32907,2528,6545,2570,13080,0,8,-511,-245,350,-450,-178,133,1151,-961
06/03/2023,22,35693,38656,32531,2638,6545,2763,13080,0,8,-515,-246,351,-450,-177,127,1115,-967
06/03/2023,23,35504,38518,32402,2672,6545,2739,13080,0,7,-764,-284,927,-450,-35,470,808,-874
06/03/2023,24,35546,38630,32376,2706,6545,2702,13080,0,5,-777,-287,958,-450,-96,484,761,-869
06/03/2023,25,35627,38864,32421,2708,6545,2537,13080,0,6,-789,-293,906,-450,-182,444,657,-917
06/03/2023,26,35705,39060,32356,2709,6545,2557,13080,0,7,-793,-293,904,-450,-309,444,625,-903
06/03/2023,27,35716,38718,32345,2681,6545,2329,13080,0,6,-1044,-292,1000,-450,-299,840,397,-311
06/03/2023,28,35675,38683,32304,2652,6545,1914,13080,0,7,-1062,-296,1003,-450,-320,856,376,-273
06/03/2023,29,35739,39018,32390,2609,6545,1649,13080,0,7,-1339,-461,1003,-450,-177,976,460,-245
06/03/2023,30,35671,38923,32312,2565,6545,1414,13080,0,6,-1345,-468,1004,-450,-137,975,441,-246
06/03/2023,31,35460,38234,32087,2451,6545,1205,13080,0,7,-899,-296,1004,-450,-165,435,68,-357
06/03/2023,32,36346,38941,32945,2336,6545,1075,13080,0,7,-875,-287,1004,-432,-27,411,35,-367
06/03/2023,33,37182,39986,33719,2159,6545,802,13080,0,11,-994,-406,1003,-306,0,745,200,-487
06/03/2023,34,38298,41071,34794,1982,6545,452,13080,0,9,-999,-413,1003,-254,-7,759,250,-491
06/03/2023,35,39353,42176,35811,1862,6545,154,13080,0,5,-1018,-377,1003,-359,-85,766,622,-379
06/03/2023,36,40382,43091,36722,1741,6545,10,13080,0,6,-1023,-377,1003,-323,-7,767,698,-373
06/03/2023,37,40856,44045,37225,1694,6545,47,13080,0,6,-1305,-440,1003,-429,0,664,1070,-409
06/03/2023,38,40643,43936,36858,1647,6545,0,13080,0,6,-1324,-446,1003,-444,-61,660,1115,-412
06/03/2023,39,39708,43230,35984,1601,6545,0,13080,0,7,-1495,-537,1004,-366,-87,682,1098,-430
06/03/2023,40,38217,41952,34642,1554,6545,0,13080,0,8,-1508,-547,1004,-442,-193,683,1095,-437
06/03/2023,41,36758,40851,33306,1507,6545,0,13080,0,9,-1626,-696,1003,-450,-110,562,1095,-602
06/03/2023,42,35643,39830,32225,1459,6545,0,13080,0,7,-1633,-709,1004,-450,-169,558,1095,-619
06/03/2023,43,34090,38659,30861,1437,6545,0,13080,0,6,-1780,-807,1004,-450,-73,734,1095,-853
06/03/2023,44,32240,36855,29242,1415,6545,0,13080,0,6,-1791,-818,1003,-386,-143,736,1095,-871
06/03/2023,45,30182,35296,27412,1391,6545,0,13080,0,7,-2041,-987,942,-445,-88,241,1095,-946
06/03/2023,46,28439,33580,25816,1366,6545,0,13080,0,9,-2053,-997,942,-422,-107,223,1106,-953
06/03/2023,47,27007,32380,24312,1302,6545,0,13080,0,213,-2054,-905,1000,-405,-177,762,1240,-1019
06/03/2023,48,25766,31310,23136,1237,6545,0,13080,0,299,-2046,-891,1003,-405,-280,788,1257,-1023
07/03/2023,1,25575,30545,23082,1226,6545,0,13080,0,562,-1623,-594,1003,-405,-164,861,1257,-1022
07/03/2023,2,26189,30964,23686,1214,6545,0,13080,0,563,-1593,-568,1003,-405,-25,865,1257,-1021
07/03/2023,3,26083,30343,23576,1176,6545,0,13080,0,678,-1198,-373,1004,-405,-16,853,1257,-990
07/03/2023,4,25613,29761,23123,1137,6545,0,13080,0,622,-1172,-362,1003,-405,0,853,1257,-987
07/03/2023,5,25286,29730,22817,1119,6545,0,13080,0,989,-992,-442,1003,-405,-43,916,1257,-973
07/03/2023,6,25035,29451,22575,1101,6545,0,13080,0,1013,-977,-447,1003,-405,-3,919,1257,-971
07/03/2023,7,24536,28666,22125,1074,6545,0,13080,0,1008,-740,-427,1003,-405,0,785,1257,-950
07/03/2023,8,24179,28333,21832,1047,6545,0,13080,0,1014,-753,-432,1003,-405,0,780,1257,-950
07/03/2023,9,23845,28974,21481,1035,6545,0,13080,0,741,-1693,-682,1004,-381,-13,809,1257,-1019
07/03/2023,10,23867,28995,21485,1023,6545,0,13080,0,682,-1760,-709,1003,-245,-108,809,1257,-1024
07/03/2023,11,24771,29475,22218,1002,6545,0,13080,0,79,-1886,-1002,1003,-94,-20,428,1257,-1023
07/03/2023,12,25971,30578,23339,980,6545,0,13080,0,7,-1896,-1023,1003,-58,0,412,1257,-1023
07/03/2023,13,28930,33825,26108,944,6545,0,13080,0,7,-2045,-1027,1003,-193,0,361,1257,-1023
07/03/2023,14,31255,36133,28272,908,6545,1,13080,0,10,-2050,-1020,1004,-177,0,360,1267,-1021
07/03/2023,15,33726,38189,30552,899,6545,133,13080,0,11,-1871,-769,1003,-284,0,635,1382,-928
07/03/2023,16,34723,39189,31418,890,6545,612,13080,0,10,-1824,-742,1003,-370,0,646,1397,-920
07/03/2023,17,35394,38527,32149,925,6545,1211,13080,0,11,-774,-426,1003,-436,-70,927,1397,-816
07/03/2023,18,35644,38666,32329,959,6545,1832,13080,0,12,-679,-392,1003,-340,-201,938,1397,-798
07/03/2023,19,36578,38489,33137,986,6545,2636,13080,0,8,-130,30,1003,-430,-351,869,1397,-392
07/03/2023,20,36202,38123,32800,1012,6545,3094,13080,0,7,-89,61,1003,-451,-402,866,1397,-372
07/03/2023,21,35640,37771,32384,1012,6545,3456,13080,0,7,81,95,1003,-451,-513,774,1397,-560
07/03/2023,22,35322,37474,32153,1011,6545,3850,13080,0,7,92,95,1004,-451,-523,770,1397,-571
07/03/2023,23,35118,37155,32125,1029,6545,4204,13080,0,7,195,23,1004,-382,-530,591,1397,-518
07/03/2023,24,35036,37027,32005,1047,6545,4234,13080,0,7,197,21,1004,-339,-529,584,1397,-516
07/03/2023,25,34869,36955,31895,1061,6545,4361,13080,0,7,-36,107,1003,-397,-529,646,1397,-517
07/03/2023,26,34428,36529,31358,1075,6545,4393,13080,0,7,-61,110,1003,-385,-529,649,1397,-519
07/03/2023,27,34189,37012,31046,1065,6545,4268,13080,0,7,-586,-5,1002,-451,-529,708,1397,-645
07/03/2023,28,33858,36736,30856,1055,6545,4021,13080,0,7,-623,-13,1003,-452,-529,711,1397,-654
07/03/2023,29,33846,36974,30928,1042,6545,3854,13080,0,7,-784,-40,1003,-451,-530,602,1397,-716
07/03/2023,30,33677,36815,30744,1029,6545,3486,13080,0,7,-794,-41,1002,-452,-529,597,1397,-715
07/03/2023,31,33969,36927,31003,964,6545,3011,13080,0,9,-813,-31,1004,-452,-529,468,1397,-524
07/03/2023,32,34841,37771,31782,899,6545,2647,13080,0,8,-811,-35,1003,-451,-529,464,1397,-496
07/03/2023,33,35910,38285,32741,798,6545,1965,13080,0,8,-602,-186,1003,-452,-527,405,1397,63
07/03/2023,34,36912,39269,33529,696,6545,1261,13080,0,8,-577,-192,1003,-451,-529,402,1396,101
07/03/2023,35,38144,39692,34597,652,6545,428,13080,0,5,-22,-13,1003,-450,-458,558,1397,146
07/03/2023,36,39481,40756,35753,608,6545,31,13080,0,3,1,-7,1002,-358,-307,564,1396,140
07/03/2023,37,40470,42310,36608,592,6545,145,13080,0,3,-310,-200,1003,-276,-258,905,1397,-193
07/03/2023,38,40893,42578,37009,575,6545,0,13080,0,4,-213,-192,1003,-263,-209,919,1387,-204
07/03/2023,39,40872,42127,37157,575,6545,0,13080,0,4,1495,585,1008,-318,-333,730,1271,157
07/03/2023,40,39638,40896,36031,575,6545,0,13080,0,11,1701,626,1003,-363,-284,723,1257,181
07/03/2023,41,38103,39413,34481,577,6545,0,13080,0,10,1565,202,1004,-401,-299,740,1257,205
07/03/2023,42,36501,37638,33051,579,6545,0,13080,0,11,1542,176,1003,-356,-170,741,1257,206
07/03/2023,43,35031,35935,31775,592,6545,0,13080,0,13,906,281,1003,-246,-45,592,1257,210
07/03/2023,44,33808,34855,30766,604,6545,0,13080,0,11,853,289,1003,-323,-113,586,1257,202
07/03/2023,45,31784,32734,28903,620,6545,0,13080,0,11,309,328,1004,-233,-21,290,1257,-85
07/03/2023,46,29730,30733,26920,635,6545,0,13080,0,10,282,330,1004,-301,0,281,1266,-92
07/03/2023,47,27939,28822,25215,660,6545,0,13080,0,9,850,316,990,-274,0,709,1382,284
07/03/2023,48,26869,27641,24181,684,6545,0,13080,0,9,884,316,989,-163,0,727,1397,309
08/03/2023,1,26718,27701,24147,726,6545,0,13080,0,122,1015,345,1047,-261,0,749,1397,360
08/03/2023,2,27278,28257,24718,768,6545,0,13080,0,192,1022,348,1051,-187,0,749,1397,364
08/03/2023,3,26898,28300,24317,800,6545,0,13080,0,629,995,404,1021,-173,0,551,1397,388
08/03/2023,4,26193,27720,23727,831,6545,0,13080,0,747,994,408,1020,-180,0,544,1397,397
08/03/2023,5,25700,27451,23356,872,6545,0,13080,0,964,994,429,1050,-187,0,816,1397,647
08/03/2023,6,25472,27196,23181,912,6545,0,13080,0,964,990,429,1051,-160,0,826,1397,661
08/03/2023,7,25079,26857,22739,971,6545,0,13080,0,958,814,372,1050,-220,0,927,1397,557
08/03/2023,8,24647,26340,22331,1030,6545,0,13080,0,958,797,361,1050,-135,0,929,1385,542
08/03/2023,9,24318,25877,22053,1076,6545,0,13080,0,948,526,112,900,-11,0,625,1235,289
08/03/2023,10,24281,25764,22057,1121,6545,0,13080,0,883,503,92,857,0,0,607,1187,262
08/03/2023,11,24883,25739,22461,1144,6545,0,13080,0,138,74,-13,122,68,59,28,815,-105
08/03/2023,12,26244,27002,23651,1166,6545,0,13080,0,9,50,-20,103,218,49,0,773,-129
08/03/2023,13,29211,29963,26275,1182,6545,0,13080,0,9,64,-15,103,361,178,0,831,-128
08/03/2023,14,31687,32421,28571,1198,6545,5,13080,0,7,65,-9,103,371,154,1,868,-118
08/03/2023,15,34768,35374,31475,1214,6545,105,13080,0,6,115,190,570,232,20,289,1242,184
08/03/2023,16,36152,36758,32732,1229,6545,325,13080,0,6,116,200,641,82,0,304,1295,218
08/03/2023,17,37434,38076,33958,1262,6545,605,13080,0,7,3,42,1032,-35,0,779,1385,721
08/03/2023,18,37884,38492,34406,1294,6545,874,13080,0,8,0,30,1050,0,0,801,1397,761
08/03/2023,19,38588,39234,35112,1375,6545,1160,13080,0,6,108,2,1050,-40,0,945,1397,985
08/03/2023,20,38745,39353,35288,1455,6545,1458,13080,0,7,183,15,1050,-1,0,950,1397,983
08/03/2023,21,38983,39592,35615,1502,6545,1749,13080,0,9,1494,566,1050,58,0,855,1397,394
08/03/2023,22,38997,39606,35693,1548,6545,1967,13080,0,9,1616,611,1051,84,0,852,1397,369
08/03/2023,23,39290,39899,35929,1575,6545,1928,13080,0,9,1493,836,1050,222,70,764,1397,830
08/03/2023,24,39389,39998,35974,1601,6545,1798,13080,0,9,1483,850,1051,311,129,761,1397,861
08/03/2023,25,39646,40253,36325,1633,6545,1849,13080,0,7,1322,789,1051,337,190,761,1397,878
08/03/2023,26,39550,40159,36315,1664,6545,1745,13080,0,9,1309,782,1051,342,129,761,1396,874
08/03/2023,27,39284,39893,36029,1682,6545,1592,13080,0,9,1065,651,1045,342,248,615,1397,725
08/03/2023,28,39199,39808,35918,1700,6545,1415,13080,0,9,1047,641,1051,342,195,609,1397,712
08/03/2023,29,38964,39573,35680,1719,6545,1352,13080,0,9,765,600,1051,385,47,512,1397,602
08/03/2023,30,38579,39190,35284,1737,6545,1111,13080,0,11,747,603,1051,400,0,509,1389,584
08/03/2023,31,38384,38993,35165,1735,6545,924,13080,0,9,604,776,893,349,0,361,1296,184
08/03/2023,32,39341,39951,36140,1733,6545,714,13080,0,10,597,787,888,271,1,361,1263,145
08/03/2023,33,40114,41000,36786,1683,6545,438,13080,0,9,654,738,1044,161,70,896,996,-277
08/03/2023,34,40508,41435,37045,1632,6545,228,13080,0,10,660,731,1050,24,40,920,991,-317
08/03/2023,35,41091,42599,37475,1593,6545,61,13080,0,4,744,588,1050,-67,-50,945,1352,-787
08/03/2023,36,41777,43402,38104,1554,6545,5,13080,0,3,754,575,1051,-197,-8,945,1397,-817
08/03/2023,37,42385,44110,38559,1535,6545,20,13080,0,3,1020,435,1050,-305,0,914,1397,-817
08/03/2023,38,42041,43766,38155,1516,6545,0,13080,0,4,1053,440,1050,-363,0,913,1387,-758
08/03/2023,39,41563,42662,37870,1512,6545,0,13080,0,10,1860,956,1050,-415,-74,917,1271,467
08/03/2023,40,40338,41584,36718,1507,6545,0,13080,0,12,1902,989,1051,-451,-183,918,1253,568
08/03/2023,41,38894,40038,35466,1465,6545,0,13080,0,11,1475,849,1052,-451,-82,904,1207,557
08/03/2023,42,37454,38559,34207,1423,6545,0,13080,0,9,1451,839,1051,-368,-128,904,1205,557
08/03/2023,43,35766,36661,32645,1378,6545,0,13080,0,9,1449,829,1050,-261,-25,729,1251,602
08/03/2023,44,33874,34669,30875,1332,6545,0,13080,0,8,1445,826,1051,-187,0,723,1257,603
08/03/2023,45,31840,32771,28910,1273,6545,0,13080,0,8,1273,728,1049,-323,0,823,1257,513
08/03/2023,46,29862,30911,27015,1213,6545,0,13080,0,8,1275,726,1050,-441,0,826,1266,519
08/03/2023,47,28135,29281,25382,1150,6545,0,13080,0,164,1804,916,1004,-382,0,994,1382,968
08/03/2023,48,27000,28093,24280,1086,6545,0,13080,0,260,1843,930,1001,-233,0,999,1397,998
09/03/2023,1,26887,27981,24237,1052,6545,0,13080,0,412,1992,989,1048,-82,0,999,1397,997
09/03/2023,2,27504,28600,24794,1017,6545,0,13080,0,496,2002,992,1050,22,57,999,1397,997
09/03/2023,3,27139,28374,24433,996,6545,0,13080,0,635,1999,992,1051,145,12,999,1397,997
09/03/2023,4,26532,27839,23942,974,6545,0,13080,0,707,1999,992,1050,142,0,999,1397,998
09/03/2023,5,26163,27464,23577,955,6545,0,13080,0,701,1999,992,1003,277,0,999,1397,998
09/03/2023,6,25814,27184,23176,936,6545,0,13080,0,770,1999,992,1002,392,1,999,1397,998
09/03/2023,7,25513,26855,22829,970,6545,0,13080,0,742,1999,992,1002,400,86,999,1397,997
09/03/2023,8,25152,26436,22505,1004,6545,0,13080,0,684,1997,991,1002,400,93,999,1397,997
09/03/2023,9,24902,26184,22269,1039,6545,0,13080,0,682,1909,944,1003,386,228,925,1397,998
09/03/2023,10,24984,26168,22377,1073,6545,0,13080,0,584,1885,924,998,290,283,917,1397,985
09/03/2023,11,25360,26000,22597,1100,6545,0,13080,0,40,1175,309,535,377,423,375,1397,510
09/03/2023,12,26549,27159,23688,1127,6545,0,13080,0,10,1096,255,513,400,504,346,1397,473
09/03/2023,13,29299,30144,26091,1161,6545,15,13080,0,10,104,-117,644,400,504,-118,1397,264
09/03/2023,14,31677,32552,28307,1195,6545,0,13080,0,8,49,-145,650,385,476,-122,1384,253
09/03/2023,15,34823,35608,31193,1224,6545,37,13080,0,6,768,-179,1004,285,337,662,1223,371
09/03/2023,16,36151,36928,32364,1252,6545,126,13080,0,7,822,-170,1019,360,194,709,1216,392
09/03/2023,17,37671,38277,33857,1318,6545,277,13080,0,6,1098,271,1049,283,47,585,1377,870
09/03/2023,18,38342,38950,34508,1383,6545,459,13080,0,8,1113,315,1051,329,0,581,1397,901
09/03/2023,19,39356,39961,35468,1491,6545,620,13080,0,5,1002,802,1051,299,0,735,1397,943
09/03/2023,20,39507,40114,35654,1598,6545,721,13080,0,7,1017,838,1050,260,0,741,1397,947
09/03/2023,21,39594,40203,35764,1704,6545,914,13080,0,9,1741,891,1051,316,0,716,1397,944
09/03/2023,22,39618,40227,35873,1809,6545,1102,13080,0,9,1792,897,1050,187,0,716,1397,942
09/03/2023,23,39428,40037,35831,1899,6545,1259,13080,0,9,1991,986,1049,172,0,788,1397,889
09/03/2023,24,39582,40191,36294,1989,6545,1272,13080,0,9,2000,992,1051,66,0,790,1397,887
09/03/2023,25,39974,40582,36729,2088,6545,1365,13080,0,8,2000,992,1050,128,0,848,1397,927
09/03/2023,26,39902,40509,36713,2187,6545,1309,13080,0,7,1992,989,1050,53,0,850,1379,929
09/03/2023,27,39458,40067,36284,2253,6545,1300,13080,0,9,1550,864,979,135,0,744,1153,902
09/03/2023,28,39024,39632,36305,2318,6545,1179,13080,0,8,1516,835,977,85,0,741,1108,898
09/03/2023,29,38524,39133,35618,2407,6545,999,13080,0,9,1092,89,928,196,0,752,902,808
09/03/2023,30,38268,38882,35184,2495,6545,918,13080,0,14,1055,34,924,228,0,752,850,799
09/03/2023,31,37793,38503,34643,2484,6545,673,13080,0,10,441,-100,492,175,0,595,505,710
09/03/2023,32,38333,39055,34906,2472,6545,471,13080,0,7,387,-115,476,253,0,590,436,701
09/03/2023,33,38719,40160,35322,2481,6545,324,13080,0,7,-507,-327,999,382,33,945,95,599
09/03/2023,34,39324,40872,35872,2490,6545,174,13080,0,9,-595,-344,1025,400,171,959,50,590
09/03/2023,35,39808,42400,35841,2484,6545,70,13080,0,7,-1550,-435,1024,400,188,1017,2,513
09/03/2023,36,40355,42972,36418,2478,6545,5,13080,0,7,-1574,-436,1024,400,306,997,20,512
09/03/2023,37,40847,42241,36968,2520,6545,22,13080,0,7,-527,-260,913,400,249,145,321,648
09/03/2023,38,40574,41900,36853,2561,6545,0,13080,0,8,-469,-249,912,400,298,114,388,644
09/03/2023,39,39846,41187,36420,2580,6545,0,13080,0,12,-461,-268,1041,400,393,965,761,202
09/03/2023,40,38286,39465,35123,2598,6545,0,13080,0,8,-325,-246,1050,400,274,1018,837,180
09/03/2023,41,37074,37683,34047,2583,6545,0,13080,0,9,1349,585,1051,400,303,733,1210,416
09/03/2023,42,35308,35917,32432,2567,6545,0,13080,0,9,1555,649,1051,400,321,723,1257,433
09/03/2023,43,33417,34026,30683,2555,6545,0,13080,0,9,1509,906,1050,400,249,989,1257,434
09/03/2023,44,31575,32184,29039,2543,6545,0,13080,0,9,1498,913,1050,383,113,999,1257,430
09/03/2023,45,29721,30330,27316,2511,6545,0,13080,0,9,1145,556,1051,400,140,966,1257,258
09/03/2023,46,28033,28679,25753,2479,6545,0,13080,0,46,1128,536,1050,400,36,964,1227,254
09/03/2023,47,26104,26843,23927,2481,6545,0,13080,0,129,1422,707,848,332,-10,705,854,526
09/03/2023,48,24915,26046,22839,2482,6545,0,13080,0,499,1440,722,839,183,-32,695,829,548
10/03/2023,1,24675,25985,22675,2503,6545,0,13080,0,710,1489,841,1004,60,0,639,1096,708
10/03/2023,2,25425,26732,23302,2524,6545,0,13080,0,707,1490,846,1009,134,0,637,1135,721
10/03/2023,3,24940,26607,22913,2480,6545,0,13080,0,1067,1423,718,1044,80,0,628,1204,833
10/03/2023,4,24347,26219,22282,2435,6545,0,13080,0,1272,1418,715,1045,0,0,628,1224,842
10/03/2023,5,24064,26048,21973,2421,6545,0,13080,0,1317,1223,924,1030,-67,0,627,1378,914
10/03/2023,6,23799,25772,21680,2406,6545,0,13080,0,1217,1201,931,1028,-156,0,628,1393,920
10/03/2023,7,23271,25166,21064,2359,6545,0,13080,0,1000,578,675,1028,-295,0,985,1350,948
10/03/2023,8,22985,24846,20773,2312,6545,0,13080,0,831,541,657,1022,-430,0,995,1321,948
10/03/2023,9,22747,24471,20532,2296,6545,0,13080,0,611,544,667,1025,-451,-62,499,1022,844
10/03/2023,10,22855,24558,20638,2279,6545,0,13080,0,463,545,659,1025,-451,-189,481,1008,831
10/03/2023,11,23483,25137,21255,2284,6545,0,13080,0,397,642,327,1050,-437,-220,977,1294,580
10/03/2023,12,24555,25674,22108,2289,6545,0,13080,0,60,646,309,1050,-312,-147,988,1323,562
10/03/2023,13,27394,28414,24697,2281,6545,0,13080,0,10,688,466,1050,-191,-219,307,1240,501
10/03/2023,14,30023,31295,27150,2273,6545,0,13080,0,7,678,479,1048,-294,-371,269,1200,494
10/03/2023,15,32809,34352,29651,2220,6545,52,13080,0,7,208,554,855,-429,-507,460,827,390
10/03/2023,16,34449,36037,31129,2167,6545,237,13080,0,7,190,567,852,-451,-530,466,810,395
10/03/2023,17,36093,37678,32662,2131,6545,561,13080,0,5,715,857,973,-451,-529,479,1184,831
10/03/2023,18,36819,38406,33323,2095,6545,943,13080,0,6,771,879,980,-451,-530,484,1231,864
10/03/2023,19,37697,39284,34150,2022,6545,1436,13080,0,5,1621,965,1048,-451,-531,977,1254,989
10/03/2023,20,37639,39226,34125,1949,6545,1970,13080,0,7,1681,971,1050,-450,-530,999,1257,998
10/03/2023,21,37443,39030,33970,1844,6545,2566,13080,0,7,1983,991,1051,-450,-530,1000,1257,997
10/03/2023,22,37040,38627,33601,1738,6545,3287,13080,0,7,2000,992,1049,-450,-530,999,1257,998
10/03/2023,23,36851,38439,33447,1667,6545,3759,13080,0,7,2000,992,1048,-451,-530,999,1257,997
10/03/2023,24,36302,37890,32934,1595,6545,4125,13080,0,7,2000,992,1048,-451,-530,999,1256,997
10/03/2023,25,36096,37684,32793,1573,6545,4876,13080,0,7,2000,992,1048,-451,-530,999,1257,996
10/03/2023,26,35312,36899,32129,1551,6545,4699,13080,0,7,1987,988,1050,-451,-529,998,1257,996
10/03/2023,27,34510,36096,31448,1537,6545,4971,13080,0,6,1363,855,1051,-451,-529,596,1257,998
10/03/2023,28,33853,35438,30842,1523,6545,4791,13080,0,6,1310,842,1051,-451,-528,579,1257,995
10/03/2023,29,33505,35092,30514,1487,6545,4496,13080,0,8,654,684,1050,-451,-528,788,1257,838
10/03/2023,30,33254,34845,30318,1450,6545,3878,13080,0,12,671,671,1051,-451,-528,796,1246,830
10/03/2023,31,33670,35265,30621,1368,6545,3425,13080,0,16,1894,595,1050,-451,-528,992,1116,903
10/03/2023,32,34541,36132,31423,1286,6545,2576,13080,0,11,2000,594,1051,-451,-529,998,1083,910
10/03/2023,33,35511,37096,32309,1115,6545,1829,13080,0,5,1099,721,1051,-451,-529,670,880,993
10/03/2023,34,36660,38244,33348,944,6545,1170,13080,0,5,851,734,1051,-451,-528,657,871,999
10/03/2023,35,38074,39660,34664,876,6545,498,13080,0,6,1759,884,1051,-451,-529,737,1071,998
10/03/2023,36,39234,40818,35740,808,6545,59,13080,0,5,1819,891,1050,-451,-528,740,1095,998
10/03/2023,37,39854,41438,36285,799,6545,0,13080,0,4,1764,778,976,-451,-529,524,1095,996
10/03/2023,38,40321,41904,36688,789,6545,0,13080,0,2,1764,775,976,-451,-530,515,1095,997
10/03/2023,39,39181,40767,35628,778,6545,0,13080,0,5,1990,978,1046,-451,-530,655,1095,998
10/03/2023,40,38093,39688,34669,766,6545,0,13080,0,14,2001,992,1051,-451,-530,660,1095,998
10/03/2023,41,36949,38549,33589,769,6545,0,13080,0,19,2001,992,993,-451,-530,486,1095,998
10/03/2023,42,35869,37424,32568,772,6545,0,13080,0,15,2001,992,990,-430,-510,479,1095,998
10/03/2023,43,34877,36180,31710,774,6545,0,13080,0,14,2001,992,929,-314,-375,452,1095,992
10/03/2023,44,33425,34598,30385,775,6545,0,13080,0,13,1999,991,928,-338,-222,451,1095,984
10/03/2023,45,31845,32732,28922,785,6545,0,13080,0,8,1780,960,1043,-208,-71,677,1095,720
10/03/2023,46,29896,30734,27064,794,6545,0,13080,0,5,1771,957,1049,-233,0,685,1115,709
10/03/2023,47,28435,29436,25671,764,6545,0,13080,0,10,1893,917,1034,-328,-63,738,1366,916
10/03/2023,48,27113,28210,24534,733,6545,0,13080,0,13,1899,916,1035,-358,-126,741,1397,931
11/03/2023,1,26916,28084,24401,728,6545,0,13080,0,347,1995,987,1049,-210,-11,990,1397,993
11/03/2023,2,27486,28507,25004,723,6545,0,13080,0,360,2000,992,1051,-61,0,999,1397,998
11/03/2023,3,26918,28153,24484,723,6545,0,13080,0,561,2000,992,1051,-74,0,999,1397,998
11/03/2023,4,26322,27625,23951,723,6545,0,13080,0,661,2000,992,1051,-42,0,1000,1397,998
11/03/2023,5,25813,27655,23466,721,6545,0,13080,0,1196,2000,992,1050,-46,0,999,1397,997
11/03/2023,6,25467,27438,23084,719,6545,0,13080,0,1276,2000,992,1051,-95,0,999,1397,993
11/03/2023,7,25166,27117,22739,719,6545,0,13080,0,1267,2000,992,1050,-84,0,999,1397,876
11/03/2023,8,24616,26596,22170,719,6545,0,13080,0,1270,2001,992,1051,-110,0,999,1397,869
11/03/2023,9,24183,26047,21835,708,6545,0,13080,0,1253,2001,992,886,-11,0,790,1397,899
11/03/2023,10,24178,26026,21791,696,6545,0,13080,0,1248,1995,989,873,68,0,782,1397,902
11/03/2023,11,24389,25758,21954,691,6545,0,13080,0,769,1608,866,809,218,69,706,1397,949
11/03/2023,12,24855,26094,22356,685,6545,0,13080,0,639,1586,854,809,361,185,702,1397,952
11/03/2023,13,25919,26784,23333,685,6545,0,13080,0,265,1512,735,796,400,171,321,1397,996
11/03/2023,14,26710,27322,24073,685,6545,20,13080,0,12,1510,730,766,400,184,312,1397,999
11/03/2023,15,28213,28861,25429,697,6545,218,13080,0,48,1741,838,317,363,41,873,1397,998
11/03/2023,16,29025,29781,26141,709,6545,748,13080,0,156,1755,849,316,400,57,901,1397,999
11/03/2023,17,30253,30863,27245,731,6545,1453,13080,0,10,1990,983,495,360,4,768,1397,998
11/03/2023,18,30753,31401,27634,753,6545,2349,13080,0,48,2001,992,514,380,0,764,1397,998
11/03/2023,19,31062,31820,27885,810,6545,3293,13080,0,158,2000,991,1025,250,0,991,1397,998
11/03/2023,20,30304,30966,27131,866,6545,4275,13080,0,62,1494,991,1050,177,0,998,1397,998
11/03/2023,21,30233,30896,27047,926,6545,4847,13080,0,63,2000,992,948,38,0,616,1397,998
11/03/2023,22,29863,30475,26718,986,6545,5248,13080,0,12,2000,992,947,39,0,600,1397,999
11/03/2023,23,29486,30098,26378,1019,6545,5876,13080,0,12,2000,992,1045,174,12,348,1397,998
11/03/2023,24,29531,30142,26454,1051,6545,5759,13080,0,11,2000,992,1050,169,0,340,1397,998
11/03/2023,25,29720,30332,26686,1114,6545,5218,13080,0,12,2000,992,1051,295,0,725,1397,998
