SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW
11/03/2023,26,29904,30516,26936,1176,6545,4571,13080,0,12,2002,992,1051,397,0,740,1397,998
11/03/2023,27,29681,30289,26804,1218,6545,4088,13080,0,8,1641,992,1051,400,22,489,1397,998
11/03/2023,28,29749,30360,26992,1260,6545,3395,13080,0,11,1113,992,1052,400,52,480,1397,999
11/03/2023,29,30197,30806,27537,1305,6545,2749,13080,0,9,1000,992,1050,400,165,731,1397,999
11/03/2023,30,30987,31597,28395,1350,6545,2000,13080,0,10,1012,992,1051,400,250,741,1397,999
11/03/2023,31,31534,32138,28973,1407,6545,1402,13080,0,4,1496,992,1050,400,284,693,1397,999
11/03/2023,32,32114,32721,29608,1464,6545,928,13080,0,7,1498,992,1050,400,329,692,1387,998
11/03/2023,33,32812,33418,30275,1509,6545,663,13080,0,6,1498,992,1051,400,303,849,1271,998
11/03/2023,34,33977,34583,31350,1553,6545,350,13080,0,6,1499,992,1043,400,301,855,1257,998
11/03/2023,35,34915,35521,32287,1603,6545,121,13080,0,6,1502,992,828,400,383,730,1257,998
11/03/2023,36,35678,36286,33085,1652,6545,9,13080,0,8,1502,986,799,400,448,725,1257,998
11/03/2023,37,35944,36548,33350,1749,6545,0,13080,0,4,1502,774,357,400,325,511,1257,998
11/03/2023,38,36347,36951,33753,1846,6545,0,13080,0,4,1474,762,360,400,242,504,1246,999
11/03/2023,39,35551,36159,33055,1972,6545,0,13080,0,8,1499,836,836,365,95,489,1112,998
11/03/2023,40,34841,35450,32095,2097,6545,0,13080,0,9,1499,834,849,258,1,489,1095,998
11/03/2023,41,33472,34078,30833,2209,6545,0,13080,0,6,1198,584,558,356,61,636,1095,975
11/03/2023,42,32335,32949,29797,2320,6545,0,13080,0,14,1186,567,556,356,5,642,1095,974
11/03/2023,43,30755,31367,28340,2392,6545,0,13080,0,12,1489,582,367,272,0,668,1095,996
11/03/2023,44,29447,30198,27131,2464,6545,0,13080,0,151,1483,578,365,317,19,670,1095,985
11/03/2023,45,28044,28738,25780,2468,6545,0,13080,0,94,681,413,870,399,141,696,1095,571
11/03/2023,46,26762,27379,24474,2472,6545,0,13080,0,17,675,408,883,394,127,697,1095,540
11/03/2023,47,25192,26070,22944,2488,6545,0,13080,0,278,1316,622,543,329,50,625,1095,369
11/03/2023,48,24266,25269,22076,2504,6545,0,13080,0,403,1322,644,535,179,0,622,1095,354
12/03/2023,1,24033,25157,21886,2453,6545,0,13080,0,474,1498,905,319,30,-50,468,1095,222
12/03/2023,2,24606,25683,22510,2401,6545,0,13080,0,455,1503,923,317,-13,-9,463,1095,218
12/03/2023,3,24259,25810,22212,2361,6545,0,13080,0,823,1503,917,105,-128,0,318,1095,396
12/03/2023,4,23426,25205,21422,2321,6545,0,13080,0,973,1503,907,103,-206,0,312,1077,408
12/03/2023,5,22772,24398,20777,2308,6545,0,13080,0,907,1503,526,322,-119,0,137,839,435
12/03/2023,6,22299,24048,20266,2294,6545,0,13080,0,920,1488,497,341,-229,0,131,780,437
12/03/2023,7,21719,23719,19700,2336,6545,0,13080,0,1197,699,400,576,-203,0,199,407,420
12/03/2023,8,21053,23225,19077,2378,6545,0,13080,0,1245,635,393,597,-327,0,201,338,418
12/03/2023,9,20449,22658,18528,2392,6545,0,13080,0,1237,396,393,559,-372,0,231,33,417
12/03/2023,10,20186,22525,18357,2406,6545,0,13080,0,1241,384,394,559,-449,-44,229,-5,410
12/03/2023,11,19981,22356,18223,2440,6545,0,13080,0,1116,363,426,403,-427,-3,-224,-5,170
12/03/2023,12,20000,22284,18266,2473,6545,0,13080,0,981,362,428,397,-365,-92,-241,-5,153
12/03/2023,13,20627,23016,18877,2496,6545,49,13080,0,1104,301,446,177,-443,-237,184,-5,63
12/03/2023,14,20976,23348,19244,2519,6545,52,13080,0,1092,302,445,168,-451,-224,197,-5,59
12/03/2023,15,21939,24054,20084,2539,6545,421,13080,0,390,579,370,104,-451,-331,-338,-5,122
12/03/2023,16,22579,24313,20692,2559,6545,977,13080,0,15,596,372,102,-439,-319,-361,8,139
12/03/2023,17,23729,25387,21682,2601,6545,1677,13080,0,111,697,623,573,-451,-436,-60,164,549
12/03/2023,18,24244,26082,22184,2643,6545,2343,13080,0,338,714,645,645,-451,-406,-43,212,577
12/03/2023,19,25086,26851,22914,2714,6545,2973,13080,0,204,1225,790,902,-451,-510,498,586,606
12/03/2023,20,25347,27160,23122,2785,6545,3524,13080,0,276,1256,800,912,-451,-486,523,650,607
12/03/2023,21,25642,27362,23348,2959,6545,3621,13080,0,143,1007,792,950,-451,-526,495,878,517
12/03/2023,22,25352,27392,23076,3132,6545,4141,13080,0,538,1005,791,952,-451,-451,496,919,513
12/03/2023,23,25299,27333,23087,3182,6545,4406,13080,0,474,747,781,1047,-451,-509,903,1076,603
12/03/2023,24,25365,27059,23174,3231,6545,4622,13080,0,113,733,781,1051,-451,-530,919,1095,609
12/03/2023,25,25857,27807,23652,3229,6545,4562,13080,0,369,1346,816,1051,-451,-530,949,1095,608
12/03/2023,26,26361,28307,24091,3226,6545,4519,13080,0,421,1367,817,1050,-451,-474,950,1095,618
12/03/2023,27,26499,27919,24267,3219,6545,3798,13080,0,27,834,756,1051,-451,-342,912,1095,976
12/03/2023,28,26731,28153,24464,3212,6545,3034,13080,0,8,800,749,1051,-451,-363,910,1095,999
12/03/2023,29,27286,28828,25032,3191,6545,2194,13080,0,5,859,655,932,-451,-486,789,1095,999
12/03/2023,30,27985,29525,25661,3170,6545,1623,13080,0,4,866,645,929,-451,-485,785,1095,999
12/03/2023,31,28785,30376,26445,3042,6545,1265,13080,0,10,1124,511,1003,-451,-530,736,1095,998
12/03/2023,32,29867,31450,27569,2914,6545,977,13080,0,5,1147,505,1003,-451,-527,735,1095,998
12/03/2023,33,31246,32830,28879,2853,6545,615,13080,0,4,1488,599,614,-451,-529,781,1095,997
12/03/2023,34,32157,33710,29701,2791,6545,309,13080,0,5,1501,615,568,-451,-497,783,1095,998
12/03/2023,35,33232,34646,30613,2712,6545,94,13080,0,7,1500,968,1029,-451,-356,1010,1095,998
12/03/2023,36,33772,34995,31041,2632,6545,4,13080,0,6,1500,992,1051,-406,-211,1019,1095,998
12/03/2023,37,34086,35383,31282,2551,6545,0,13080,0,6,1500,992,1051,-449,-242,960,1095,998
12/03/2023,38,33889,35131,31031,2470,6545,0,13080,0,6,1500,992,1050,-450,-186,957,1095,998
12/03/2023,39,32943,33978,30119,2434,6545,0,13080,0,7,1500,992,1060,-388,-40,749,1095,998
12/03/2023,40,31722,32819,28923,2397,6545,0,13080,0,6,1500,992,1050,-446,-45,741,1095,997
12/03/2023,41,30727,31979,27966,2396,6545,0,13080,0,9,1500,992,1051,-451,-192,979,1095,998
12/03/2023,42,29308,30559,26731,2395,6545,0,13080,0,7,1500,992,1050,-432,-212,987,1095,997
12/03/2023,43,28088,29061,25616,2409,6545,0,13080,0,10,1500,992,1051,-301,-62,940,1095,997
12/03/2023,44,26841,27886,24414,2423,6545,0,13080,0,239,1490,992,1049,-206,0,938,1066,998
12/03/2023,45,25249,26286,22872,2437,6545,0,13080,0,365,1017,987,1051,-72,0,783,694,975
12/03/2023,46,23799,24844,21449,2451,6545,0,13080,0,296,985,974,1048,-149,0,757,634,973
12/03/2023,47,22139,24005,19923,2585,6545,0,13080,0,1043,833,521,635,-144,70,-79,454,952
12/03/2023,48,21135,23146,19000,2719,6545,0,13080,0,1281,818,490,615,7,222,-130,402,950
13/03/2023,1,20855,22870,18782,2862,6545,0,13080,0,1327,436,495,661,157,285,-88,27,962
13/03/2023,2,21413,23433,19378,3004,6545,0,13080,0,1282,414,502,698,306,271,-87,-51,957
13/03/2023,3,21061,23398,19076,3136,6545,0,13080,0,1309,204,736,728,387,350,114,-428,762
13/03/2023,4,20495,22909,18558,3267,6545,0,13080,0,1309,189,736,729,303,241,120,-505,743
13/03/2023,5,19859,22809,18051,3379,6545,0,13080,0,1294,57,159,601,371,260,-165,-891,523
13/03/2023,6,19489,22512,17720,3491,6545,0,13080,0,1302,49,117,599,282,241,-176,-945,493
13/03/2023,7,19117,22377,17429,3662,6545,0,13080,0,1287,-161,32,558,353,248,-144,-1033,-35
13/03/2023,8,18653,21977,17076,3832,6545,0,13080,0,1287,-194,19,554,282,237,-143,-1022,-78
13/03/2023,9,18642,23247,17141,3914,6545,0,13080,0,1181,-1061,-237,140,375,86,-411,-749,-366
13/03/2023,10,18603,23287,17240,3995,6545,0,13080,0,1152,-1117,-268,113,394,-46,-421,-685,-395
13/03/2023,11,19408,24395,18073,4109,6545,0,13080,0,926,-1218,-772,-197,316,-5,-228,-302,-739
13/03/2023,12,20555,25341,19168,4223,6545,0,13080,0,820,-1176,-796,-198,351,58,-218,-225,-753
13/03/2023,13,23239,25791,21705,4238,6545,62,13080,0,1043,-19,-417,-2,218,19,288,152,-471
13/03/2023,14,25378,27242,23738,4253,6545,52,13080,0,482,106,-343,0,151,63,315,228,-439
13/03/2023,15,27989,28862,26147,4305,6545,349,13080,0,273,1098,790,98,22,0,801,601,36
13/03/2023,16,29155,29786,27185,4357,6545,712,13080,0,16,1167,885,103,-15,0,824,677,84
13/03/2023,17,30035,30689,27960,4272,6545,1028,13080,0,12,1187,921,346,-42,0,993,1049,636
13/03/2023,18,30607,31331,28495,4187,6545,1355,13080,0,13,1193,926,377,-110,-1,999,1095,681
13/03/2023,19,30988,31922,28844,4381,6545,1656,13080,0,11,1485,988,1015,-261,-62,1000,1095,954
13/03/2023,20,30843,31864,28642,4574,6545,2081,13080,0,10,1501,992,1050,-407,-4,999,1095,973
13/03/2023,21,30678,31818,28390,4564,6545,2395,13080,0,9,1501,992,1050,-451,-80,999,1095,996
13/03/2023,22,30534,31718,28206,4554,6545,2754,13080,0,8,1501,992,1051,-451,-125,999,1095,998
13/03/2023,23,30375,31653,28037,4509,6545,3046,13080,0,8,1501,992,1049,-451,-219,999,1095,998
13/03/2023,24,30255,31647,27844,4463,6545,3596,13080,0,8,1501,992,1051,-414,-370,999,1095,998
13/03/2023,25,30288,31853,27838,4456,6545,3649,13080,0,8,1501,992,1050,-451,-506,1000,1095,998
13/03/2023,26,30078,31664,27572,4448,6545,3465,13080,0,8,1501,992,1051,-451,-527,999,1095,997
13/03/2023,27,30041,31627,27523,4411,6545,3283,13080,0,8,1501,992,1050,-451,-527,999,1095,997
13/03/2023,28,29749,31310,27264,4374,6545,2798,13080,0,8,1501,992,1049,-451,-502,999,1095,998
13/03/2023,29,29662,31057,27246,4339,6545,2800,13080,0,8,1501,992,1050,-424,-363,999,1095,998
13/03/2023,30,29659,30887,27328,4304,6545,2327,13080,0,8,1501,992,1050,-408,-212,999,1095,997
13/03/2023,31,30250,31401,27826,4216,6545,1999,13080,0,7,1501,992,1050,-451,-93,999,1095,997
13/03/2023,32,31173,32224,28672,4128,6545,1592,13080,0,3,1501,992,1050,-447,-1,999,1095,998
13/03/2023,33,31926,33041,29368,4071,6545,1003,13080,0,5,1501,992,1050,-451,-59,1018,1095,997
13/03/2023,34,32987,34046,30302,4014,6545,603,13080,0,3,1500,992,1050,-451,-5,1019,1095,997
13/03/2023,35,34270,35254,31511,3965,6545,219,13080,0,2,1501,992,1051,-382,0,993,1095,997
13/03/2023,36,35002,35874,32230,3916,6545,32,13080,0,6,1500,992,1048,-266,0,992,1095,996
13/03/2023,37,35776,36743,32990,3833,6545,0,13080,0,4,1501,993,962,-363,0,1018,1095,997
13/03/2023,38,35986,36952,33106,3750,6545,0,13080,0,2,1501,992,961,-344,-20,1019,1095,997
13/03/2023,39,35254,36439,32420,3714,6545,0,13080,0,2,1501,992,1048,-441,-142,1019,1095,997
13/03/2023,40,34057,35247,31274,3677,6545,0,13080,0,3,1500,992,1051,-452,-135,1019,1095,997
13/03/2023,41,32675,33781,29884,3648,6545,0,13080,0,8,1500,992,1049,-451,-47,1019,1095,997
13/03/2023,42,31382,32540,28625,3619,6545,0,13080,0,11,1500,992,1044,-436,-111,1019,1088,997
13/03/2023,43,29919,30914,27333,3567,6545,0,13080,0,13,1500,992,492,-335,-47,1000,990,997
13/03/2023,44,28199,29440,25707,3515,6545,0,13080,0,76,1499,981,463,-403,-162,998,949,996
13/03/2023,45,26348,27465,24090,3454,6545,0,13080,0,10,833,569,168,-331,-176,677,576,970
13/03/2023,46,24601,25856,22498,3392,6545,0,13080,0,14,628,552,137,-427,-214,599,538,970
13/03/2023,47,23215,25647,21125,3176,6545,0,13080,0,178,1452,964,-210,-451,-299,-694,636,995
13/03/2023,48,22320,25474,20289,2959,6545,0,13080,0,581,1504,992,-259,-451,-451,-812,677,998
14/03/2023,1,22231,25493,20192,2927,6545,0,13080,0,810,1504,992,-353,-451,-501,-547,1049,998
14/03/2023,2,22894,26012,20842,2895,6545,0,13080,0,825,1504,992,-358,-420,-378,-537,1095,998
14/03/2023,3,22669,25955,20589,2847,6545,0,13080,0,1045,1503,992,-364,-451,-374,-452,1095,998
14/03/2023,4,22374,25783,20278,2799,6545,0,13080,0,1038,1503,992,-364,-451,-507,-449,1071,998
14/03/2023,5,22136,25336,20043,2756,6545,0,13080,0,771,1504,992,-401,-452,-527,-449,765,998
14/03/2023,6,22107,25480,19957,2712,6545,0,13080,0,942,1503,992,-403,-451,-528,-449,711,997
14/03/2023,7,21825,25342,19612,2623,6545,0,13080,0,1085,1504,992,-440,-451,-528,-413,517,997
14/03/2023,8,21493,25118,19271,2534,6545,0,13080,0,1193,1504,992,-442,-451,-527,-412,474,998
14/03/2023,9,21362,25039,19165,2484,6545,0,13080,0,1204,1503,992,-526,-451,-528,-368,229,997
14/03/2023,10,21724,25254,19551,2434,6545,0,13080,0,1049,1503,992,-529,-452,-529,-371,228,997
14/03/2023,11,22629,25901,20500,2376,6545,0,13080,0,412,1505,992,-425,-452,-528,-855,602,998
14/03/2023,12,23877,26998,21675,2317,6545,0,13080,0,289,1504,992,-420,-432,-508,-872,677,998
14/03/2023,13,26652,28543,24213,2212,6545,0,13080,0,53,1503,992,-153,-328,-374,-383,1049,998
14/03/2023,14,28935,30614,26310,2106,6545,69,13080,0,9,1503,992,-141,-401,-222,-306,1095,998
14/03/2023,15,31610,32618,28680,2085,6545,468,13080,0,8,1501,992,824,-330,-70,897,1095,997
14/03/2023,16,32606,33654,29573,2064,6545,1139,13080,0,12,1501,992,1051,-426,-10,999,1095,997
14/03/2023,17,33138,34198,30072,2084,6545,1738,13080,0,11,1501,992,1049,-449,0,999,1095,998
14/03/2023,18,32744,33736,29665,2103,6545,2605,13080,0,8,1501,992,1050,-384,0,1000,1095,998
14/03/2023,19,32869,33927,29684,2191,6545,3624,13080,0,8,1501,992,1051,-447,-3,999,1095,997
14/03/2023,20,32285,33364,29123,2278,6545,4322,13080,0,11,1501,992,1050,-397,-71,999,1095,997
14/03/2023,21,31189,32054,28026,2338,6545,5028,13080,0,11,1502,992,1050,-250,-4,999,1095,997
14/03/2023,22,30444,31246,27197,2397,6545,5216,13080,0,10,1501,992,1050,-160,-32,999,1095,998
14/03/2023,23,30031,30648,26724,2439,6545,5735,13080,0,5,1502,992,1043,-12,66,999,1095,998
14/03/2023,24,29521,30125,26156,2480,6545,6379,13080,0,4,1502,992,1050,136,104,999,1095,998
14/03/2023,25,29503,30107,26079,2495,6545,6460,13080,0,4,1502,992,1051,286,108,999,1095,998
14/03/2023,26,29831,30442,26435,2509,6545,6233,13080,0,11,1502,992,1050,395,99,999,1095,998
14/03/2023,27,29645,30252,26225,2506,6545,6270,13080,0,7,1502,992,1050,400,79,999,1095,998
14/03/2023,28,29236,29845,25892,2503,6545,5248,13080,0,9,1502,992,1050,390,26,999,1095,998
14/03/2023,29,29448,30054,26175,2453,6545,4666,13080,0,6,1503,992,1051,398,150,899,1096,998
14/03/2023,30,29731,30335,26476,2402,6545,4453,13080,0,4,1502,992,1050,306,85,893,1095,998
14/03/2023,31,30246,30865,26980,2275,6545,3679,13080,0,10,1503,992,967,195,-9,481,1095,998
14/03/2023,32,31741,32352,28463,2147,6545,2840,13080,0,11,1503,992,965,52,69,463,1095,998
14/03/2023,33,33430,34105,30134,2030,6545,2247,13080,0,8,1504,992,787,-67,50,172,1095,999
14/03/2023,34,35483,36368,32088,1913,6545,1296,13080,0,6,1500,990,780,-219,-60,160,1095,998
14/03/2023,35,37189,38374,33618,1774,6545,509,13080,0,3,1256,928,543,-370,-212,329,1095,973
14/03/2023,36,37876,39286,34230,1634,6545,88,13080,0,4,1229,916,535,-444,-362,334,1095,971
14/03/2023,37,38444,39999,34825,1596,6545,0,13080,0,2,696,637,919,-451,-502,163,1095,937
14/03/2023,38,39563,41145,35858,1558,6545,0,13080,0,2,678,627,936,-451,-529,158,1095,937
14/03/2023,39,39107,40693,35498,1520,6545,0,13080,0,6,1456,968,1047,-451,-529,531,1095,994
14/03/2023,40,38147,39738,34623,1482,6545,0,13080,0,10,1503,992,1051,-451,-530,547,1095,998
14/03/2023,41,37122,38709,33647,1425,6545,0,13080,0,7,1502,991,1051,-451,-529,652,1095,998
14/03/2023,42,35627,37215,32289,1368,6545,0,13080,0,8,1503,992,1051,-451,-529,655,1095,998
14/03/2023,43,33722,35309,30558,1324,6545,0,13080,0,6,1502,991,1050,-451,-530,261,1095,998
14/03/2023,44,32033,33619,28919,1280,6545,0,13080,0,5,1501,986,1051,-451,-530,244,1095,998
14/03/2023,45,30266,31854,27291,1254,6545,0,13080,0,7,1436,815,1051,-451,-530,179,1095,999
14/03/2023,46,28781,30374,25978,1227,6545,0,13080,0,13,1433,808,1050,-451,-529,182,1106,994
14/03/2023,47,27414,29357,24744,1156,6545,0,13080,0,362,1452,980,979,-451,-530,714,1240,836
14/03/2023,48,26287,28533,23750,1085,6545,0,13080,0,664,1453,992,976,-451,-531,739,1257,826
15/03/2023,1,26025,28748,23558,1076,6545,0,13080,0,1142,1500,992,1047,-451,-530,739,1257,853
15/03/2023,2,26289,28868,24038,1066,6545,0,13080,0,997,1502,992,1051,-451,-531,740,1257,854
15/03/2023,3,26192,28776,23994,1051,6545,0,13080,0,1002,1502,992,1050,-451,-531,988,1257,856
15/03/2023,4,25564,28212,23419,1035,6545,0,13080,0,1066,1502,992,1051,-451,-531,998,1257,857
15/03/2023,5,25090,27789,22995,1001,6545,0,13080,0,1168,1502,992,1051,-451,-480,998,1257,897
15/03/2023,6,24879,27611,22739,967,6545,0,13080,0,1259,1502,992,1050,-431,-442,998,1257,901
15/03/2023,7,24563,27039,22419,935,6545,0,13080,0,1258,1502,992,1050,-326,-292,880,1257,900
15/03/2023,8,24255,26586,22097,902,6545,0,13080,0,1182,1501,986,1051,-394,-155,864,1257,901
15/03/2023,9,24278,26516,22157,881,6545,0,13080,0,1148,1446,766,1050,-311,-179,165,1257,841
15/03/2023,10,24432,26258,22275,859,6545,0,13080,0,1015,1405,732,1051,-159,-52,127,1266,808
15/03/2023,11,24975,25784,22784,835,6545,0,13080,0,115,355,75,988,-23,70,-26,1382,-45
15/03/2023,12,26260,27003,23943,810,6545,0,13080,0,10,284,35,860,68,131,-32,1396,-101
15/03/2023,13,28761,29448,26166,764,6545,0,13080,0,9,626,210,3,211,13,85,1397,-78
15/03/2023,14,30898,31561,28117,717,6545,173,13080,0,9,658,235,0,155,47,91,1397,-54
15/03/2023,15,33186,33817,30031,718,6545,698,13080,0,9,1127,702,156,21,-22,399,1397,688
15/03/2023,16,34177,34855,30862,719,6545,1417,13080,0,10,1153,738,185,-68,0,411,1396,738
15/03/2023,17,35049,35877,31548,740,6545,2112,13080,0,9,945,906,996,-219,0,680,1397,798
15/03/2023,18,35208,36031,31658,760,6545,2705,13080,0,8,935,916,1050,-215,0,690,1397,808
15/03/2023,19,35371,36164,31745,839,6545,3165,13080,0,7,829,845,1050,-186,0,739,1397,987
15/03/2023,20,35277,36124,31664,917,6545,3507,13080,0,7,827,838,1051,-240,0,740,1396,999
15/03/2023,21,35404,36147,31825,998,6545,3585,13080,0,7,1075,758,1051,-136,0,836,1397,999
15/03/2023,22,35212,35948,31629,1078,6545,3703,13080,0,7,1094,758,1049,-129,0,839,1397,999
15/03/2023,23,35003,35627,31438,1155,6545,3887,13080,0,7,1482,977,1051,-17,0,892,1397,999
15/03/2023,24,34943,35546,31385,1231,6545,3946,13080,0,3,1503,992,1051,44,0,894,1397,999
15/03/2023,25,35183,35786,31680,1319,6545,3652,13080,0,3,1503,992,1050,62,0,746,1397,998
15/03/2023,26,35267,35870,31788,1407,6545,3119,13080,0,3,1503,992,1051,91,0,740,1397,998
15/03/2023,27,35510,36113,32008,1458,6545,2639,13080,0,3,1502,992,1051,203,0,740,1397,998
15/03/2023,28,35102,35705,31572,1509,6545,2275,13080,0,3,1503,992,1051,313,0,740,1397,999
15/03/2023,29,35332,35935,31805,1580,6545,1951,13080,0,3,1502,992,1051,358,0,807,1397,999
15/03/2023,30,35693,36302,32226,1650,6545,1531,13080,0,9,1485,992,1051,332,0,806,1397,994
15/03/2023,31,35976,36583,32506,1670,6545,1160,13080,0,7,788,988,994,197,0,365,1397,814
15/03/2023,32,36526,37132,33073,1690,6545,834,13080,0,6,743,984,991,235,0,345,1387,790
15/03/2023,33,37244,37847,33794,1750,6545,512,13080,0,3,807,847,834,142,0,359,1271,403
15/03/2023,34,38181,38786,34722,1810,6545,289,13080,0,5,808,828,819,197,0,359,1257,371
15/03/2023,35,38558,39161,35082,1870,6545,99,13080,0,3,607,502,359,83,0,68,1257,134
15/03/2023,36,39013,39617,35409,1929,6545,7,13080,0,4,586,475,337,0,0,56,1257,118
15/03/2023,37,39374,39976,35799,2024,6545,0,13080,0,2,83,308,353,37,0,182,1256,100
15/03/2023,38,39259,39879,35650,2119,6545,0,13080,0,2,64,301,364,-18,0,186,1246,98
15/03/2023,39,38556,39274,35095,2214,6545,0,13080,0,11,674,444,676,-107,0,284,1112,61
15/03/2023,40,37535,38392,34238,2309,6545,0,13080,0,6,699,444,677,-251,0,287,1095,62
15/03/2023,41,35912,36743,32758,2422,6545,0,13080,0,9,103,117,910,-222,56,451,1095,220
15/03/2023,42,33842,34853,30841,2535,6545,0,13080,0,118,95,98,932,-293,82,456,1095,230
15/03/2023,43,32220,33358,29399,2609,6545,0,13080,0,92,687,240,952,-428,-18,411,1095,203
15/03/2023,44,30300,31590,27662,2682,6545,0,13080,0,231,709,248,951,-391,-68,409,1095,200
15/03/2023,45,28751,29695,26242,2748,6545,0,13080,0,69,128,194,924,-275,3,484,1095,172
15/03/2023,46,27090,27862,24691,2813,6545,0,13080,0,23,100,194,923,-149,0,486,1095,170
15/03/2023,47,25276,26671,22979,2797,6545,0,13080,0,680,268,321,872,-115,0,252,1095,135
15/03/2023,48,24087,25720,21901,2781,6545,0,13080,0,1002,285,328,870,-31,0,243,1095,129
16/03/2023,1,23706,25610,21583,2743,6545,0,13080,0,1214,589,251,853,-90,0,36,1095,11
16/03/2023,2,24005,25780,21862,2704,6545,0,13080,0,1166,610,245,852,-9,0,28,1095,0
16/03/2023,3,23732,25761,21581,2653,6545,0,13080,0,1140,759,230,880,43,0,-173,1095,-116
16/03/2023,4,23144,25201,21046,2601,6545,0,13080,0,1154,764,225,881,31,0,-183,1095,-120
16/03/2023,5,22675,24852,20584,2569,6545,0,13080,0,959,507,91,763,157,0,-618,1095,19
16/03/2023,6,22371,24694,20213,2537,6545,0,13080,0,1088,490,86,757,145,0,-635,1078,29
16/03/2023,7,22108,24128,19854,2514,6545,0,13080,0,1121,231,204,397,267,29,-299,853,53
16/03/2023,8,21734,23796,19462,2491,6545,0,13080,0,1176,206,208,382,257,0,-286,843,45
16/03/2023,9,21396,23902,19154,2444,6545,0,13080,0,1171,-141,63,689,370,35,-300,1068,-294
16/03/2023,10,21399,23941,19203,2397,6545,0,13080,0,1146,-179,42,701,308,179,-301,1095,-316
16/03/2023,11,22033,24774,19768,2358,6545,0,13080,0,546,-733,-327,681,316,331,-199,1095,-336
16/03/2023,12,23132,25438,20734,2318,6545,0,13080,0,66,-764,-347,681,398,472,-196,1095,-333
16/03/2023,13,25273,26842,22681,2348,6545,0,13080,0,9,-370,-189,801,400,504,-204,1095,-197
16/03/2023,14,27256,28737,24534,2377,6545,26,13080,0,9,-329,-166,806,382,492,-199,1095,-178
16/03/2023,15,29863,30471,26849,2423,6545,149,13080,0,8,403,226,1040,276,369,326,1095,204
16/03/2023,16,31187,31794,28085,2469,6545,357,13080,0,7,472,263,1051,336,226,351,1095,247
16/03/2023,17,32739,33346,29553,2539,6545,608,13080,0,7,1158,598,1051,225,91,726,1095,885
16/03/2023,18,33146,33753,29992,2609,6545,751,13080,0,7,1208,631,1050,150,135,741,1095,929
16/03/2023,19,33595,34204,30446,2694,6545,1013,13080,0,9,1487,969,1050,22,29,990,1095,993
16/03/2023,20,33501,34138,30513,2779,6545,1424,13080,0,8,1502,992,1050,-29,0,1000,1095,998
16/03/2023,21,33131,33734,30217,2851,6545,1803,13080,0,3,1502,992,1050,0,0,821,1095,998
16/03/2023,22,32693,33308,29796,2923,6545,2225,13080,0,3,1501,992,1051,-12,0,814,1095,998
16/03/2023,23,32356,33096,29552,2979,6545,2865,13080,0,3,1502,992,1051,-137,0,993,1095,997
16/03/2023,24,32045,32799,29366,3034,6545,2834,13080,0,3,1502,992,1050,-151,0,999,1095,998
16/03/2023,25,32178,32866,29556,3059,6545,2690,13080,0,3,1500,992,1050,-85,0,999,1095,998
16/03/2023,26,32146,32851,29539,3083,6545,2726,13080,0,3,1500,992,1048,-102,0,999,1095,998
