Settlement Date,Settlement Period,System Sell Price(GBP/MWh),System Buy Price(GBP/MWh),Net Imbalance Volume(MWh)
2022-03-13,47,380,380,959.508
2022-03-13,48,320,320,736.905
2022-03-14,1,320,320,544.556
2022-03-14,2,439.95,439.95,498.99
2022-03-14,3,284,284,142.964
2022-03-14,4,284,284,116.562
2022-03-14,5,320,320,163.706
2022-03-14,6,124,124,-23.225
2022-03-14,7,284,284,27.44
2022-03-14,8,76,76,-267.317
2022-03-14,9,76,76,-331.892
2022-03-14,10,77,77,-186.316
2022-03-14,11,380,380,319.776
2022-03-14,12,380,380,268.948
2022-03-14,13,469,469,526.323
2022-03-14,14,380,380,192.572
2022-03-14,15,384,384,481.388
2022-03-14,16,350,350,218.333
2022-03-14,17,308,308,21.409
2022-03-14,18,116,116,-349.133
2022-03-14,19,140,140,-504.078
2022-03-14,20,140,140,-594.039
2022-03-14,21,140.61,140.61,-636.446
2022-03-14,22,140,140,-660.007
2022-03-14,23,140,140,-609.03
2022-03-14,24,140,140,-652.36
2022-03-14,25,142,142,-167.798
2022-03-14,26,141,141,-272.68
2022-03-14,27,140,140,-533.705
2022-03-14,28,140,140,-433.502
2022-03-14,29,153,153,-89.417
2022-03-14,30,140,140,-320.772
2022-03-14,31,140,140,-898.075
2022-03-14,32,140,140,-796.255
2022-03-14,33,155,155,-693.953
2022-03-14,34,155,155,-709.438
2022-03-14,35,140,140,-679.153
2022-03-14,36,155.55,155.55,-564.368
2022-03-14,37,155.55,155.55,-655.324
2022-03-14,38,364,364,178.452
2022-03-14,39,366,366,393.645
2022-03-14,40,365,365,195.141
2022-03-14,41,364,364,122.309
2022-03-14,42,170,170,-9.725
2022-03-14,43,170,170,-90.136
2022-03-14,44,365,365,62.405
2022-03-14,45,320,320,68.665
2022-03-14,46,158,158,-48.314
2022-03-14,47,0,0,-430.601
2022-03-14,48,144,144,-366.571
2022-03-15,1,157,157,-319.377
2022-03-15,2,160,160,-183.266
2022-03-15,3,330,330,72.987
2022-03-15,4,161,161,-19.862
2022-03-15,5,140,140,-161.025
2022-03-15,6,140,140,-214.689
2022-03-15,7,160,160,-43.75
2022-03-15,8,144,144,-159.016
2022-03-15,9,144,144,-182.717
2022-03-15,10,90,90,-317.25
2022-03-15,11,160,160,-139.534
2022-03-15,12,157.5,157.5,-154.912
2022-03-15,13,160,160,-12.951
2022-03-15,14,284.54,284.54,305.838
2022-03-15,15,309.08,309.08,536.974
2022-03-15,16,289.12034,289.12034,463.258
2022-03-15,17,157.5,157.5,-6.925
2022-03-15,18,249,249,29.674
2022-03-15,19,288,288,365.815
2022-03-15,20,274.95,274.95,356.931
2022-03-15,21,350,350,672.296
2022-03-15,22,279,279,603.571
2022-03-15,23,249,249,123.868
2022-03-15,24,168,168,-27.625
2022-03-15,25,160,160,-251.395
2022-03-15,26,160.01,160.01,-447.908
2022-03-15,27,249,249,85.889
2022-03-15,28,269,269,189.737
2022-03-15,29,249,249,56.597
2022-03-15,30,269,269,227.817
2022-03-15,31,218.08,218.08,-39.978
2022-03-15,32,279,279,68.545
2022-03-15,33,279,279,87.669
2022-03-15,34,166.1,166.1,-14.216
2022-03-15,35,155,155,-130.032
2022-03-15,36,350.93018,350.93018,202.39
2022-03-15,37,368.86,368.86,140.947
2022-03-15,38,155,155,-4.187
2022-03-15,39,145,145,-34.119
2022-03-15,40,170.25,170.25,-393.1
2022-03-15,41,168,168,-285.027
2022-03-15,42,168,168,-605.869
2022-03-15,43,168,168,-604.473
2022-03-15,44,90,90,-623.473
2022-03-15,45,148.1,148.1,-374.276
2022-03-15,46,170.14,170.14,-221.262
2022-03-15,47,170,170,-322.307
2022-03-15,48,170.32686,170.32686,-8.968
2022-03-16,1,159,159,-217.408
2022-03-16,2,159,159,-312.844
2022-03-16,3,160.1,160.1,-251.81
2022-03-16,4,170.5,170.5,-133.582
2022-03-16,5,170.5,170.5,-95.373
2022-03-16,6,170.5,170.5,-81.307
2022-03-16,7,170.5,170.5,-6.741
2022-03-16,8,320,320,221.774
2022-03-16,9,320,320,148.435
2022-03-16,10,280,280,269.163
2022-03-16,11,170.7,170.7,-7.659
2022-03-16,12,170.65,170.65,-278.188
2022-03-16,13,170.65,170.65,-254.467
2022-03-16,14,170.7,170.7,-239.845
2022-03-16,15,171,171,-593.428
2022-03-16,16,175,175,1.989
2022-03-16,17,172,172,-178.815
2022-03-16,18,172.96925,172.96925,-110.785
2022-03-16,19,355,355,205.132
2022-03-16,20,355,355,169.27
2022-03-16,21,359,359,312.675
2022-03-16,22,359,359,200.967
2022-03-16,23,359,359,335.45
2022-03-16,24,357.9,357.9,259.495
2022-03-16,25,324,324,138.589
2022-03-16,26,347,347,95.632
2022-03-16,27,348,348,236.217
2022-03-16,28,348,348,211.7
2022-03-16,29,419,419,120.468
2022-03-16,30,175,175,-73.933
2022-03-16,31,419,419,138.88
2022-03-16,32,420,420,190.513
2022-03-16,33,420,420,181.188
2022-03-16,34,175.2,175.2,-21.386
2022-03-16,35,175.3,175.3,-120.794
2022-03-16,36,175,175,-505.608
2022-03-16,37,175,175,-559.006
2022-03-16,38,175.2,175.2,-325.841
2022-03-16,39,175.6,175.6,-74.821
2022-03-16,40,165.1,165.1,-641.846
2022-03-16,41,172.5,172.5,-507.368
2022-03-16,42,165,165,-922.836
2022-03-16,43,165.1,165.1,-679.843
2022-03-16,44,170,170,-386.817
2022-03-16,45,150,150,-272.042
2022-03-16,46,148.5,148.5,-161.828
2022-03-16,47,239,239,3.589
2022-03-16,48,165.5,165.5,-46.138
2022-03-17,1,295,295,258.913
2022-03-17,2,248,248,121.581
2022-03-17,3,165,165,-28.595
2022-03-17,4,160.1,160.1,-123.52
2022-03-17,5,210,210,6.791
2022-03-17,6,210,210,98.453
2022-03-17,7,210,210,27.543
2022-03-17,8,152,152,-116.03
2022-03-17,9,210,210,38.999
2022-03-17,10,248,248,174.553
2022-03-17,11,258.85,258.85,338.087
2022-03-17,12,258.85,258.85,348.197
2022-03-17,13,258,258,260.784
2022-03-17,14,273,273,599.583
2022-03-17,15,258,258,501.851
2022-03-17,16,170,170,-31.373
2022-03-17,17,165,165,-252.58
2022-03-17,18,160.2,160.2,-401.425
2022-03-17,19,257.8,257.8,153.028
2022-03-17,20,160.1,160.1,-301.587
2022-03-17,21,165,165,-85.521
2022-03-17,22,151,151,-0.158
2022-03-17,23,256,256,188.41
2022-03-17,24,240,240,88.657
2022-03-17,25,147.5,147.5,-79.447
2022-03-17,26,147.5,147.5,-196.855
2022-03-17,27,89,89,-299.862
2022-03-17,28,89,89,-356.524
2022-03-17,29,147.5,147.5,-317.692
2022-03-17,30,149,149,-309.203
2022-03-17,31,147.5,147.5,-312.564
2022-03-17,32,147.5,147.5,-765.292
2022-03-17,33,145,145,-427.08
2022-03-17,34,155.9,155.9,-232.714
2022-03-17,35,160,160,-547.335
2022-03-17,36,272.9,272.9,150.509
2022-03-17,37,256,256,131.905
2022-03-17,38,338,338,654.961
2022-03-17,39,272.9,272.9,167.175
2022-03-17,40,270,270,31.075
2022-03-17,41,270,270,154.058
2022-03-17,42,165,165,-77.391
2022-03-17,43,160.1,160.1,-320.578
2022-03-17,44,153,153,-397.381
2022-03-17,45,187.63,187.63,-108.854
2022-03-17,46,229,229,16.618
2022-03-17,47,228,228,84.802
2022-03-17,48,275,275,177.319
2022-03-18,1,148.6,148.6,-117.832
2022-03-18,2,275,275,62.417
2022-03-18,3,153.1,153.1,-11.859
2022-03-18,4,250,250,52.082
2022-03-18,5,250,250,45.849
2022-03-18,6,250,250,117.591
2022-03-18,7,250,250,164.79
2022-03-18,8,250,250,142.533
2022-03-18,9,280,280,211.917
2022-03-18,10,250,250,99.582
2022-03-18,11,161,161,-23.154
2022-03-18,12,236.96,236.96,45.817
2022-03-18,13,160.1,160.1,-23.509
2022-03-18,14,264,264,367.76
2022-03-18,15,170,170,-32.571
2022-03-18,16,161.2,161.2,-230.533
2022-03-18,17,170,170,-147.709
2022-03-18,18,170,170,-172.106
2022-03-18,19,161.5,161.5,-347.136
2022-03-18,20,160.1,160.1,-920.946
2022-03-18,21,89,89,-844.515
2022-03-18,22,89,89,-1039.698
2022-03-18,23,160.1,160.1,-827.031
2022-03-18,24,160.1,160.1,-459.974
2022-03-18,25,154,154,-573.73
2022-03-18,26,152.85444,152.85444,-524.211
2022-03-18,27,145,145,-577.06
2022-03-18,28,145,145,-676.801
2022-03-18,29,145,145,-604.978
2022-03-18,30,145,145,-481.877
2022-03-18,31,148.5,148.5,-540.526
2022-03-18,32,153.5,153.5,-446.968
2022-03-18,33,161.3,161.3,-183.383
2022-03-18,34,258,258,53.561
2022-03-18,35,258,258,140.886
2022-03-18,36,258,258,316.783
2022-03-18,37,270,270,368.106
2022-03-18,38,275,275,387.723
2022-03-18,39,275,275,414.175
2022-03-18,40,161.21,161.21,-69.037
2022-03-18,41,151.40446,151.40446,-351.146
2022-03-18,42,160.1,160.1,-277.005
2022-03-18,43,153.25,153.25,-573.793
2022-03-18,44,153.25,153.25,-473.032
2022-03-18,45,160.1,160.1,-185.709
2022-03-18,46,145,145,-512.985
2022-03-18,47,131,131,-464.174
2022-03-18,48,125,125,-494.483
2022-03-19,1,-30.52,-30.52,-775.741
2022-03-19,2,-30.52,-30.52,-526.467
2022-03-19,3,55,55,-543.527
2022-03-19,4,0,0,-668.545
2022-03-19,5,128.00985,128.00985,-484.962
2022-03-19,6,128,128,-473.879
2022-03-19,7,130,130,-487.16
2022-03-19,8,128.59,128.59,-502.153
2022-03-19,9,131.56,131.56,-381.781
2022-03-19,10,130.42,130.42,-445.463
2022-03-19,11,0,0,-718.709
2022-03-19,12,25,25,-697.35
2022-03-19,13,0,0,-680.375
2022-03-19,14,147.84,147.84,-273.808
2022-03-19,15,220,220,132.024
2022-03-19,16,221,221,241.48
2022-03-19,17,221,221,224.841
2022-03-19,18,221,221,365.535
2022-03-19,19,221,221,446.443
2022-03-19,20,220,220,35.314
2022-03-19,21,25,25,-200.612
2022-03-19,22,-31.5,-31.5,-600.018
2022-03-19,23,-34.5,-34.5,-921.965
2022-03-19,24,-34.5,-34.5,-979.739
2022-03-19,25,-58.13,-58.13,-1203.539
2022-03-19,26,-58.13,-58.13,-1263.208
2022-03-19,27,-90.32,-90.32,-1194.788
2022-03-19,28,-90.32,-90.32,-1420.319
2022-03-19,29,-86.95,-86.95,-1513.427
2022-03-19,30,-86.95,-86.95,-1515.821
2022-03-19,31,-69.63,-69.63,-1472.135
2022-03-19,32,-63.72,-63.72,-1289.41
2022-03-19,33,-34.5,-34.5,-1047.521
2022-03-19,34,-20,-20,-539.118
2022-03-19,35,220,220,128.841
2022-03-19,36,220,220,424.062
2022-03-19,37,230,230,457.854
2022-03-19,38,249,249,675.093
2022-03-19,39,230,230,433.908
2022-03-19,40,215,215,37.009
2022-03-19,41,215,215,114.157
2022-03-19,42,80,80,-201.159
2022-03-19,43,75,75,-123.562
2022-03-19,44,0,0,-262.35
2022-03-19,45,77,77,-118.334
2022-03-19,46,72.89,72.89,-103.17
2022-03-19,47,19.71,19.71,-433.46
2022-03-19,48,-20,-20,-575.026
2022-03-20,1,65.09,65.09,-273.429
2022-03-20,2,-33.99,-33.99,-468.755
2022-03-20,3,-34.5,-34.5,-737.319
2022-03-20,4,-34.25,-34.25,-804.405
2022-03-20,5,-22.46,-22.46,-876.733
2022-03-20,6,-19.95,-19.95,-710.381
2022-03-20,7,-4.46,-4.46,-620.928
2022-03-20,8,-4.07005,-4.07005,-525.342
2022-03-20,9,-4.07005,-4.07005,-432.124
2022-03-20,10,44.75,44.75,-119.763
2022-03-20,11,209,209,146.775
2022-03-20,12,209,209,229.57
2022-03-20,13,209,209,229.784
2022-03-20,14,215,215,517.574
2022-03-20,15,215,215,390.05
2022-03-20,16,209,209,131.856
2022-03-20,17,65,65,-391.71
2022-03-20,18,75,75,-361.303
2022-03-20,19,81,81,-92.695
2022-03-20,20,90,90,-5.096
2022-03-20,21,82,82,-121.73
2022-03-20,22,80,80,-356.654
2022-03-20,23,75,75,-490.516
2022-03-20,24,75,75,-520.832
2022-03-20,25,81,81,-359.595
2022-03-20,26,82.01,82.01,-292.518
2022-03-20,27,84.16521,84.16521,-173.79
2022-03-20,28,209,209,114.799
2022-03-20,29,209,209,360.516
2022-03-20,30,220,220,492.858
2022-03-20,31,220,220,255.774
2022-03-20,32,228.15832,228.15832,388.364
2022-03-20,33,254,254,346.229
2022-03-20,34,275,275,574.887
2022-03-20,35,290,290,639.619
2022-03-20,36,340,340,831.346
2022-03-20,37,280,280,574.843
2022-03-20,38,254,254,461.496
2022-03-20,39,254,254,178.002
2022-03-20,40,170,170,-76.689
2022-03-20,41,254,254,143.457
2022-03-20,42,130.01,130.01,-141.99
2022-03-20,43,135,135,-73.493
2022-03-20,44,136,136,-73.271
2022-03-20,45,136,136,-73.754
2022-03-20,46,230,230,46.039
2022-03-20,47,136.5,136.5,-60.965
2022-03-20,48,140,140,-45.782
2022-03-21,1,140,140,-72.983
2022-03-21,2,215,215,61.82
2022-03-21,3,215,215,78.851
2022-03-21,4,215,215,204.92
2022-03-21,5,215,215,69.567
2022-03-21,6,215,215,60.476
2022-03-21,7,215,215,127.42
2022-03-21,8,215,215,74.344
2022-03-21,9,215,215,71.488
2022-03-21,10,140,140,-47.125
2022-03-21,11,224,224,242.838
2022-03-21,12,237,237,385.049
2022-03-21,13,237,237,488.626
2022-03-21,14,299,299,763.424
2022-03-21,15,267,267,252.455
2022-03-21,16,267.97,267.97,420.146
2022-03-21,17,267,267,356.062
2022-03-21,18,246,246,287.833
2022-03-21,19,246,246,320.042
2022-03-21,20,240,240,168.783
2022-03-21,21,240,240,110.541
2022-03-21,22,144.05,144.05,-78.758
2022-03-21,23,240,240,138.057
2022-03-21,24,240,240,187.74
2022-03-21,25,240,240,170.405
2022-03-21,26,240,240,39.351
2022-03-21,27,144.8,144.8,-123.351
2022-03-21,28,145.05,145.05,-9.41
2022-03-21,29,240,240,172.08
2022-03-21,30,240,240,10.134
2022-03-21,31,145.2,145.2,-185.829
2022-03-21,32,145.25,145.25,-11.62
2022-03-21,33,295,295,197.953
2022-03-21,34,240,240,222.918
2022-03-21,35,273.84,273.84,43.545
2022-03-21,36,273.84,273.84,2.627
2022-03-21,37,311.72,311.72,141.433
2022-03-21,38,330,330,249.909
2022-03-21,39,350,350,333.094
2022-03-21,40,146.51,146.51,-4.308
2022-03-21,41,290,290,227.997
2022-03-21,42,239,239,294.568
2022-03-21,43,235,235,466.918
2022-03-21,44,228.5,228.5,407.516
2022-03-21,45,227,227,126.525
2022-03-21,46,146.5,146.5,-233.359
2022-03-21,47,146.5,146.5,-391.671
2022-03-21,48,146.5,146.5,-422.327
2022-03-22,1,146.8,146.8,-18.134
2022-03-22,2,214,214,42.369
2022-03-22,3,214,214,37.085
2022-03-22,4,214,214,12.305
2022-03-22,5,214,214,8.817
2022-03-22,6,146.8,146.8,-32.058
2022-03-22,7,214,214,14.056
2022-03-22,8,146.8,146.8,-112.825
2022-03-22,9,214,214,11.223
2022-03-22,10,272,272,141.243
2022-03-22,11,287,287,725.018
2022-03-22,12,284.9,284.9,671.741
2022-03-22,13,253,253,431.117
2022-03-22,14,295,295,634.554
2022-03-22,15,240,240,114.468
2022-03-22,16,240,240,262.269
2022-03-22,17,222,222,141.65
2022-03-22,18,222,222,36.36
2022-03-22,19,222,222,64.844
2022-03-22,20,147.15,147.15,-324.072
2022-03-22,21,147.5,147.5,-61.937
2022-03-22,22,147.75,147.75,-42.734
2022-03-22,23,147.75,147.75,-320.106
2022-03-22,24,147.1,147.1,-464.306
2022-03-22,25,147.1,147.1,-689.377
2022-03-22,26,147.1,147.1,-712.838
2022-03-22,27,148,148,-200.895
2022-03-22,28,148,148,-348.584
2022-03-22,29,148,148,-289.757
2022-03-22,30,148.02,148.02,-219.853
2022-03-22,31,222,222,318.782
2022-03-22,32,229,229,545.526
2022-03-22,33,229,229,318.024
2022-03-22,34,295,295,690.295
2022-03-22,35,295,295,358.648
2022-03-22,36,295,295,302.177
2022-03-22,37,274.5,274.5,87.487
2022-03-22,38,295,295,328.135
2022-03-22,39,295,295,333.087
2022-03-22,40,152.75,152.75,-28.62
2022-03-22,41,255,255,178.703
2022-03-22,42,252.89,252.89,81.275
2022-03-22,43,226,226,16.761
2022-03-22,44,225,225,78.937
2022-03-22,45,153,153,-7.909
2022-03-22,46,340,340,330.655
2022-03-22,47,260,260,299.219
2022-03-22,48,218,218,146.798
2022-03-23,1,153,153,-180.008
2022-03-23,2,180,180,-90.045
2022-03-23,3,154,154,-31.438
2022-03-23,4,153.25,153.25,-123.092
2022-03-23,5,215,215,35.263
2022-03-23,6,218,218,131.393
2022-03-23,7,260,260,235.98
2022-03-23,8,218,218,256.078
2022-03-23,9,218,218,151.083
2022-03-23,10,215,215,53.863
2022-03-23,11,279,279,385.329
2022-03-23,12,279,279,433.382
2022-03-23,13,260.8,260.8,211.704
2022-03-23,14,288,288,707.457
2022-03-23,15,288,288,246.417
2022-03-23,16,288,288,228.071
2022-03-23,17,288,288,128.557
2022-03-23,18,255,255,40.859
2022-03-23,19,314,314,230.115
2022-03-23,20,154,154,-2.153
2022-03-23,21,255,255,91.352
2022-03-23,22,154.55,154.55,-65.924
2022-03-23,23,235,235,115.053
2022-03-23,24,155,155,-10.59
2022-03-23,25,155,155,-207.36
2022-03-23,26,155.5,155.5,-210.558
2022-03-23,27,159,159,-125.874
2022-03-23,28,159,159,-256.099
2022-03-23,29,160,160,-146.339
2022-03-23,30,161,161,-2.084
2022-03-23,31,235,235,134.77
2022-03-23,32,233,233,84.831
2022-03-23,33,233,233,52.028
2022-03-23,34,355,355,27.425
2022-03-23,35,165.2,165.2,-274.764
2022-03-23,36,166.25,166.25,-43.406
2022-03-23,37,166.3,166.3,-154.944
2022-03-23,38,332.5,332.5,105.688
2022-03-23,39,166.3,166.3,-6.147
2022-03-23,40,335,335,42.926
2022-03-23,41,419,419,149.938
2022-03-23,42,310,310,35.712
2022-03-23,43,310,310,75.651
2022-03-23,44,217.5,217.5,2.077
2022-03-23,45,235,235,88.358
2022-03-23,46,214,214,94.861
2022-03-23,47,165.5,165.5,-196.511
2022-03-23,48,165.5,165.5,-176.231
2022-03-24,1,160,160,-170.935
2022-03-24,2,160,160,-89.442
2022-03-24,3,160,160,-35.4
2022-03-24,4,160,160,-121.928
2022-03-24,5,164.1,164.1,-75.705
2022-03-24,6,155,155,-101.657
2022-03-24,7,164.1,164.1,-72.663
2022-03-24,8,164,164,-201.002
2022-03-24,9,164,164,-51.757
2022-03-24,10,214.9,214.9,1.108
2022-03-24,11,245.99,245.99,114.292
2022-03-24,12,246,246,157.374
2022-03-24,13,269.49,269.49,143.567
2022-03-24,14,347.5,347.5,691.755
2022-03-24,15,166.75,166.75,-41.993
2022-03-24,16,297.5,297.5,22.325
2022-03-24,17,323.5,323.5,34.593
2022-03-24,18,161,161,-157.431
2022-03-24,19,167.05,167.05,-12.593
2022-03-24,20,161,161,-194.215
2022-03-24,21,167,167,-77.935
2022-03-24,22,240,240,85.633
2022-03-24,23,320,320,59.047
2022-03-24,24,167.75,167.75,-76.329
2022-03-24,25,167.52,167.52,-94.599
2022-03-24,26,290,290,57.04
2022-03-24,27,360,360,316.576
2022-03-24,28,290,290,203.055
2022-03-24,29,290,290,128.041
2022-03-24,30,290,290,157.663
2022-03-24,31,273,273,3.83
2022-03-24,32,322,322,127.554
2022-03-24,33,450,450,126.109
2022-03-24,34,172.5,172.5,-328.942
2022-03-24,35,172.51,172.51,-381.896
2022-03-24,36,172.55,172.55,-122.623
2022-03-24,37,324.52,324.52,113.193
2022-03-24,38,180,180,-0.507
2022-03-24,39,380,380,77.276
2022-03-24,40,175,175,-29.99
2022-03-24,41,322,322,58.77
2022-03-24,42,172.55,172.55,-118.207
2022-03-24,43,220,220,56.498
2022-03-24,44,172,172,-81.379
2022-03-24,45,168.5,168.5,-117.683
2022-03-24,46,168.3,168.3,-115.658
2022-03-24,47,276,276,317.374
2022-03-24,48,238.5,238.5,81.177
2022-03-25,1,168.4,168.4,-122.879
2022-03-25,2,168.4,168.4,-56.745
2022-03-25,3,168.3,168.3,-201.319
2022-03-25,4,168.3,168.3,-75.607
2022-03-25,5,160.5,160.5,-325.507
2022-03-25,6,168,168,-290.317
2022-03-25,7,168.5,168.5,-103.048
2022-03-25,8,168.4,168.4,-175.823
2022-03-25,9,168.6,168.6,-12.758
2022-03-25,10,168.5,168.5,-96.554
2022-03-25,11,238.5,238.5,8.392
2022-03-25,12,238.5,238.5,89.66
2022-03-25,13,168.6,168.6,-128.283
2022-03-25,14,285,285,408.412
2022-03-25,15,340,340,417.28
2022-03-25,16,340,340,433.347
2022-03-25,17,240,240,392.657
2022-03-25,18,240,240,225.567
2022-03-25,19,275,275,243.533
2022-03-25,20,240,240,70.746
2022-03-25,21,240,240,116.735
2022-03-25,22,162.5,162.5,-141.628
2022-03-25,23,240,240,18.237
2022-03-25,24,162.65,162.65,-161.754
2022-03-25,25,163.05,163.05,-208.114
2022-03-25,26,163,163,-277.388
2022-03-25,27,163.05,163.05,-182.713
2022-03-25,28,163,163,-202.165
2022-03-25,29,163,163,-314.515
2022-03-25,30,163,163,-229.554
2022-03-25,31,163,163,-119.176
2022-03-25,32,163,163,-109.204
2022-03-25,33,164,164,-100.487
2022-03-25,34,164.1,164.1,-17.778
2022-03-25,35,255.52,255.52,53.219
2022-03-25,36,255.52,255.52,121.119
2022-03-25,37,164.2,164.2,-50.392
2022-03-25,38,164.2,164.2,-70.721
2022-03-25,39,450,450,140.371
2022-03-25,40,338,338,45.25
2022-03-25,41,334,334,145.308
2022-03-25,42,223.14,223.14,19.264
2022-03-25,43,164.2,164.2,-13.108
2022-03-25,44,164.5,164.5,-130
2022-03-25,45,167,167,-24.678
2022-03-25,46,250,250,138.468
2022-03-25,47,242,242,240.291
2022-03-25,48,250,250,490.833
2022-03-26,1,241,241,276.479
2022-03-26,2,241,241,273.514
2022-03-26,3,241,241,137.509
2022-03-26,4,150,150,-92.754
2022-03-26,5,240,240,34.068
2022-03-26,6,240,240,4.005
2022-03-26,7,275,275,248.712
2022-03-26,8,242,242,158.133
2022-03-26,9,242,242,170.619
2022-03-26,10,115,115,-13.857
2022-03-26,11,115,115,-74.436
2022-03-26,12,240,240,29.294
2022-03-26,13,360,360,125.212
2022-03-26,14,240,240,61.782
2022-03-26,15,115,115,-32.933
2022-03-26,16,115,115,-46.125
2022-03-26,17,330,330,103.075
2022-03-26,18,330,330,44.25
2022-03-26,19,229.5,229.5,80.492
2022-03-26,20,229.5,229.5,1.133
2022-03-26,21,151,151,-28.306
2022-03-26,22,145.1,145.1,-98.306
2022-03-26,23,137,137,-70.845
2022-03-26,24,115,115,-164.286
2022-03-26,25,222,222,247.902
2022-03-26,26,222,222,121.211
2022-03-26,27,137.1,137.1,-136.535
2022-03-26,28,214.9,214.9,6.717
2022-03-26,29,140,140,-43.262
2022-03-26,30,115,115,-102.788
2022-03-26,31,115,115,-292.592
2022-03-26,32,115,115,-276.549
2022-03-26,33,140,140,-54.807
2022-03-26,34,151.05,151.05,-21.173
2022-03-26,35,141,141,-47.738
2022-03-26,36,254.95,254.95,29.906
2022-03-26,37,137.2,137.2,-433.62
2022-03-26,38,143.5,143.5,-180.506
2022-03-26,39,143.55,143.55,-170.744
2022-03-26,40,144,144,-123.675
2022-03-26,41,255,255,8.872
2022-03-26,42,143.55,143.55,-417.697
2022-03-26,43,144,144,-237.009
2022-03-26,44,144,144,-149.305
2022-03-26,45,255,255,99.067
2022-03-26,46,319,319,375.583
2022-03-26,47,255,255,150.767
2022-03-26,48,225,225,44.927
2022-03-27,1,0,0,-303.668
2022-03-27,2,115,115,-321.477
2022-03-27,3,115,115,-480.415
2022-03-27,4,120,120,-587.342
2022-03-27,5,120,120,-536.125
2022-03-27,6,115,115,-467.935
2022-03-27,7,115,115,-409.438
2022-03-27,8,115,115,-331.27
2022-03-27,9,115,115,-178.441
2022-03-27,10,115,115,-274.52
2022-03-27,11,295,295,21.295
2022-03-27,12,138,138,-1.164
2022-03-27,13,115,115,-334.691
2022-03-27,14,115,115,-243.558
2022-03-27,15,138.5,138.5,-110.565
2022-03-27,16,295,295,60.967
2022-03-27,17,320,320,153.432
2022-03-27,18,320,320,271.018
2022-03-27,19,325,325,432.097
2022-03-27,20,295,295,247.831
2022-03-27,21,224,224,231.719
2022-03-27,22,224,224,137.367
2022-03-27,23,141,141,-5.809
2022-03-27,24,139,139,-185.444
2022-03-27,25,140,140,-231.092
2022-03-27,26,140,140,-298.91
2022-03-27,27,140.55,140.55,-45.938
2022-03-27,28,140.5,140.5,-177.388
2022-03-27,29,135,135,-473.88
2022-03-27,30,125,125,-400.546
2022-03-27,31,125,125,-569.32
2022-03-27,32,140.5,140.5,-602.569
2022-03-27,33,140.55,140.55,-564.619
2022-03-27,34,140.5,140.5,-585.885
2022-03-27,35,141.2,141.2,-384.494
2022-03-27,36,142,142,-378.478
2022-03-27,37,149.01,149.01,-165.485
2022-03-27,38,279,279,34.023
2022-03-27,39,300,300,203.124
2022-03-27,40,150,150,-36.75
2022-03-27,41,150,150,-138.175
2022-03-27,42,149.05,149.05,-555.548
2022-03-27,43,149.01,149.01,-455.49
2022-03-27,44,142.3,142.3,-673.81
2022-03-27,45,310,310,304.618
2022-03-27,46,309,309,421.051
2022-03-28,1,220,220,67.703
2022-03-28,2,220,220,47.042
2022-03-28,3,115,115,-52.432
2022-03-28,4,220,220,16.017
2022-03-28,5,150.25,150.25,-38.869
2022-03-28,6,115,115,-90.922
2022-03-28,7,151.1,151.1,-52.341
2022-03-28,8,115,115,-191.749
2022-03-28,9,86,86,-315.099
2022-03-28,10,126,126,-217.261
2022-03-28,11,115,115,-174.162
2022-03-28,12,150.5,150.5,-215.407
2022-03-28,13,271.79,271.79,98.673
2022-03-28,14,285,285,425.665
2022-03-28,15,334.69,334.69,235.746
2022-03-28,16,331.75,331.75,201.576
2022-03-28,17,313.67008,313.67008,274.114
2022-03-28,18,313.67008,313.67008,244.399
2022-03-28,19,329.95,329.95,149.181
2022-03-28,20,152.52,152.52,-111.611
2022-03-28,21,152.52,152.52,-122.606
2022-03-28,22,153,153,-412.577
2022-03-28,23,153.1,153.1,-331.136
2022-03-28,24,153.1,153.1,-144.129
2022-03-28,25,152.52,152.52,-231.892
2022-03-28,26,153.3,153.3,-312.688
2022-03-28,27,153.6,153.6,-199.5
2022-03-28,28,154,154,-71.303
2022-03-28,29,153.6,153.6,-73.567
2022-03-28,30,154.5,154.5,-32.296
2022-03-28,31,154.5,154.5,-205.911
2022-03-28,32,224,224,315.894
2022-03-28,33,314.94992,314.94992,370.156
2022-03-28,34,370.70975,370.70975,427.208
2022-03-28,35,324,324,192.96
2022-03-28,36,363,363,130
2022-03-28,37,363,363,164.687
2022-03-28,38,363,363,130.164
2022-03-28,39,180,180,-127.731
2022-03-28,40,315,315,23.539
2022-03-28,41,180,180,-29.71
2022-03-28,42,155.6,155.6,-194.573
2022-03-28,43,227.4701,227.4701,221.057
2022-03-28,44,156,156,-83.213
2022-03-28,45,156,156,-153.165
2022-03-28,46,209.92,209.92,161.679
2022-03-28,47,255,255,183.687
2022-03-28,48,223,223,93.466
2022-03-29,1,157,157,-165.997
2022-03-29,2,158,158,-94.241
2022-03-29,3,157,157,-190.195
2022-03-29,4,157,157,-139.55
2022-03-29,5,157,157,-281.212
2022-03-29,6,157.01,157.01,-246.279
2022-03-29,7,223,223,18.792
2022-03-29,8,158.2,158.2,-50.7
2022-03-29,9,158.2,158.2,-10.124
2022-03-29,10,158.15,158.15,-249.033
2022-03-29,11,158.5,158.5,-98.852
2022-03-29,12,158.15,158.15,-300.399
